video_path,annotation_id,Sampling minute,timestamp from camera,start_timestamp,start_framenumber,end_timestamp,end_framenumber,no. of flying bats,bat behaviour,strength (1 - strong, 0- weak),weak in (Behaviour Be, Bat number Bn),comments,Details on the comment,timestamp_border,led_border
/media/tbeleyur/THEJASVI_DATA_BACKUP_3/fieldwork_2018_002/horseshoe_bat/video/Horseshoe_bat_2018-08/2018-08-14/OrlovaChukaDome_01_20180815_01.10.06-02.00.00[R][@5b8][2].avi,C1_0400-0412,NAN,1,2018-08-16 22:53:00,2,2018-08-16 22:53:10,20,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"(590.4865253498716, 55.153357631379635, 112.86677643519215, 992.9494364196597)","(528.2698350940675, 1026.1576403020154, 387.9479796641208, 19.302345613570196)"
