video_path,annotation_id,Sampling minute,timestamp from camera,start_timestamp,start_framenumber,end_timestamp,end_framenumber,no. of flying bats,bat behaviour,"strength (1 - strong, 0-weak)","weak in (Behaviour Be, Number Bn)",Comments,Details on the comment,annotator
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_1,22,2,2018-08-19 01:22:10,19,2018-08-19 01:22:11,17,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_2,22,2,2018-08-19 01:22:43,2,2018-08-19 01:22:43,10,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_3,22,2,2018-08-19 01:22:43,17,2018-08-19 01:22:44,12,2.0,T,1.0,,Both of them go inside the roost,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_4,22,2,2018-08-19 01:22:46,1,2018-08-19 01:22:47,1,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_5,23,2,2018-08-19 01:23:38,10,2018-08-19 01:23:40,4,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_6,24,2,2018-08-19 01:24:16,1,2018-08-19 01:24:17,4,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_7,24,2,2018-08-19 01:24:17,20,2018-08-19 01:24:20,4,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_8,24,2,2018-08-19 01:24:33,18,2018-08-19 01:24:39,9,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_9,24,2,2018-08-19 01:24:40,19,2018-08-19 01:24:42,25,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_10,24,2,2018-08-19 01:24:53,2,2018-08-19 01:24:59,25,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_11,25,2,2018-08-19 01:25:21,22,2018-08-19 01:25:25,2,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_12,25,2,2018-08-19 01:25:41,25,2018-08-19 01:25:42,5,1.0,,0.0,,Lasting only a few frames,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_13,25,2,2018-08-19 01:25:42,20,2018-08-19 01:25:44,1,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_14,26,2,2018-08-19 01:26:46,20,2018-08-19 01:26:51,1,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_15,29,2,2018-08-19 01:29:21,16,2018-08-19 01:29:22,11,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_16,29,2,2018-08-19 01:29:25,22,2018-08-19 01:29:28,13,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_17,30,2,2018-08-19 01:30:37,12,2018-08-19 01:30:39,23,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_18,33,2,2018-08-19 01:33:21,19,2018-08-19 01:33:22,3,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_19,33,2,2018-08-19 01:33:22,15,2018-08-19 01:33:29,22,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_20,33,2,2018-08-19 01:33:30,16,2018-08-19 01:33:35,3,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_21,33,2,2018-08-19 01:33:36,13,2018-08-19 01:33:37,4,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_22,33,2,2018-08-19 01:33:37,13,2018-08-19 01:33:43,1,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_23,33,2,2018-08-19 01:33:44,5,2018-08-19 01:33:46,13,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_24,33,2,2018-08-19 01:33:48,10,2018-08-19 01:33:52,6,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_25,35,2,2018-08-19 01:35:21,3,2018-08-19 01:35:21,25,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_26,36,2,2018-08-19 01:36:20,7,2018-08-19 01:36:21,22,1.0,,1.0,,,,Aditya
OrlovaChukaDome_02_20180819_01.20.50-02.00.00[R][@3291][0],Aditya_2018-08-19_0120-0200_27,36,2,2018-08-19 01:36:55,21,2018-08-19 01:36:56,7,1.0,,1.0,,,,Aditya
