video_path,annotation_id,Sampling minute,timestamp from camera,start_timestamp,start_framenumber,end_timestamp,end_framenumber,no. of flying bats,bat behaviour,"strength (1 - strong, 0-weak)","weak in (Behaviour Be, Number Bn)",Comments,Details on the comment,annotator
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_1,1,2,2018-08-20 02:01:00,24,2018-08-20 02:01:01,23,1,,1,,,,Aditya
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_2,5,2,2018-08-20 02:05:03,11,2018-08-20 02:05:04,10,1,,1,,,,Aditya
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_3,5,2,2018-08-20 02:05:10,8,2018-08-20 02:05:11,3,1,,1,,,,Aditya
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_4,5,2,2018-08-20 02:05:52,6,2018-08-20 02:05:52,21,1,,1,,,,Aditya
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_5,6,2,2018-08-20 02:06:48,10,2018-08-20 02:06:49,12,1,,1,,,,Aditya
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_6,8,2,2018-08-20 02:08:43,5,2018-08-20 02:08:43,14,1,,1,,,,Aditya
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_7,8,2,2018-08-20 02:08:43,20,2018-08-20 02:08:44,3,2,,1,,,,Aditya
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_8,9,2,2018-08-20 02:09:13,13,2018-08-20 02:09:14,3,1,,1,,,,Aditya
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_9,11,2,2018-08-20 02:11:12,20,2018-08-20 02:11:13,14,1,,1,,,,Aditya
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_10,15,2,2018-08-20 02:15:13,24,2018-08-20 02:15:14,9,1,,1,,,,Aditya
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_11,15,2,2018-08-20 02:15:37,21,2018-08-20 02:15:38,9,1,,1,,,,Aditya
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_12,16,2,2018-08-20 02:16:27,13,2018-08-20 02:16:28,9,1,,1,,,,Aditya
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_13,17,2,2018-08-20 02:17:24,1,2018-08-20 02:17:25,2,1,,1,,,,Aditya
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_14,18,2,2018-08-20 02:18:08,23,2018-08-20 02:18:12,1,1,,1,,,,Aditya
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_15,19,2,2018-08-20 02:19:18,17,2018-08-20 02:19:19,24,1,,1,,,,Aditya
OrlovaChukaDome_02_20180820_02.00.00-03.00.00[R][@45f2][3],Aditya_2018-08-20_0200-0300_16,19,2,2018-08-20 02:19:57,6,2018-08-20 02:19:58,2,1,,1,,,,Aditya
