video_path,annotation_id,Sampling minute,timestamp from camera,start_timestamp,start_framenumber,end_timestamp,end_framenumber,no. of flying bats,bat behaviour,"strength (1 - strong, 0-weak)","weak in (Behaviour Be, Number Bn)",Comments,Details on the comment,annotator
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_1,0,2,2018-08-19 02:00:11,20,2018-08-19 02:00:12,15,1,,0,,"The bat has exited only out of the camera view. However it might be still echolocating inside the cave for a longer time,",,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_2,1,2,2018-08-19 02:01:06,6,2018-08-19 02:01:06,17,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_3,1,2,2018-08-19 02:01:21,17,2018-08-19 02:01:22,6,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_4,1,2,2018-08-19 02:01:22,13,2018-08-19 02:01:22,19,2,T,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_5,1,2,2018-08-19 02:01:23,4,2018-08-19 02:01:23,9,2,P,0,,Lasting only for a few frames after the buffer zone has been added.,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_6,1,2,2018-08-19 02:01:23,16,2018-08-19 02:01:23,19,1,,0,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_7,1,2,2018-08-19 02:01:41,9,2018-08-19 02:01:42,17,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_8,2,2,2018-08-19 02:02:05,16,2018-08-19 02:02:08,5,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_9,2,2,2018-08-19 02:02:10,5,2018-08-19 02:02:10,15,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_10,2,2,2018-08-19 02:02:10,22,2018-08-19 02:02:10,24,2,P,0,,Lasting only for a few frames after the buffer zone has been added.,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_11,2,2,2018-08-19 02:02:22,17,2018-08-19 02:02:22,24,1,,1,,There is a 2 bat situation happening very briefly where tailing occurs. However not considered because of the buffer zone criteria.,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_12,3,2,2018-08-19 02:03:36,18,2018-08-19 02:03:37,18,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_13,3,2,2018-08-19 02:03:37,24,2018-08-19 02:03:39,2,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_14,4,2,2018-08-19 02:04:00,2,2018-08-19 02:04:00,18,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_15,4,2,2018-08-19 02:04:01,4,2018-08-19 02:04:01,14,1,,1,,There is briefly occuring 2 bat situation where passing behaviour occurs. Not considered since falling in the buffer zone.,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_16,4,2,2018-08-19 02:04:02,2,2018-08-19 02:04:02,12,1,,1,,There is briefly occuring 2 bat situation where passing behaviour occurs. Not considered since falling in the buffer zone.,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_17,4,2,2018-08-19 02:04:02,18,2018-08-19 02:04:03,18,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_18,4,2,2018-08-19 02:04:22,5,2018-08-19 02:04:23,9,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_19,4,2,2018-08-19 02:04:34,15,2018-08-19 02:04:35,19,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_20,4,2,2018-08-19 02:04:41,8,2018-08-19 02:04:42,5,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_21,5,2,2018-08-19 02:05:31,2,2018-08-19 02:05:36,20,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_22,5,2,2018-08-19 02:05:50,21,2018-08-19 02:05:58,2,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_23,6,2,2018-08-19 02:06:11,10,2018-08-19 02:06:12,8,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_24,6,2,2018-08-19 02:06:23,23,2018-08-19 02:06:24,7,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_25,6,2,2018-08-19 02:06:24,14,2018-08-19 02:06:24,17,2,P,0,,Lasting only for a few frames after the buffer zone has been added.,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_26,6,2,2018-08-19 02:06:02,24,2018-08-19 02:06:25,3,1,,0,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_27,6,2,2018-08-19 02:06:43,8,2018-08-19 02:06:43,21,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_28,6,2,2018-08-19 02:06:44,3,2018-08-19 02:06:46,19,2,T,1,,One bat is still inside the roost.,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_29,6,2,2018-08-19 02:06:51,21,2018-08-19 02:06:53,7,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_30,6,2,2018-08-19 02:06:53,14,2018-08-19 02:06:56,16,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_31,6,2,2018-08-19 02:06:56,23,2018-08-19 02:06:58,2,2,T,1,,Another bat goes inside the roost.,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_32,6,2,2018-08-19 02:06:58,9,2018-08-19 02:06:59,14,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_33,6,2,2018-08-19 02:07:00,18,2018-08-19 02:07:01,5,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_34,7,2,2018-08-19 02:07:01,12,2018-08-19 02:07:03,3,2,T,0,Bn,The first bat probably goes inside the roost. It goes out of the view. The second bat tails it for sometime and then comes  of the cave.,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_35,7,2,2018-08-19 02:07:03,11,2018-08-19 02:07:03,26,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_36,7,2,2018-08-19 02:07:09,11,2018-08-19 02:07:09,19,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_37,7,2,2018-08-19 02:07:10,1,2018-08-19 02:07:16,1,3,"T,P",1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_38,7,2,2018-08-19 02:07:17,16,2018-08-19 02:07:18,16,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_39,7,2,2018-08-19 02:07:19,2,2018-08-19 02:07:19,13,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_40,7,2,2018-08-19 02:07:25,20,2018-08-19 02:07:26,10,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_41,8,2,2018-08-19 02:08:07,4,2018-08-19 02:08:08,7,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_42,8,2,2018-08-19 02:08:20,15,2018-08-19 02:08:22,24,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_43,8,2,2018-08-19 02:08:24,12,2018-08-19 02:08:27,2,1,,1,,,,Aditya
OrlovaChukaDome_02_20180819_02.00.00-03.00.00[R][@3513][0],Aditya_2018-08-19_23_44,9,2,2018-08-19 02:09:05,15,2018-08-19 02:09:06,16,1,,1,,,,Aditya
