,audio_file,cf_detection_number,detection_start,detection_stop
5,matching_annotaudio_Aditya_2018-08-16_2324_61_hp,5.0,0.463332,0.479396
0,matching_annotaudio_Aditya_2018-08-16_2324_68_hp,0.0,0.223212,0.249784
1,matching_annotaudio_Aditya_2018-08-16_2324_68_hp,1.0,0.291892,0.307004
0,matching_annotaudio_Aditya_2018-08-16_2324_69_hp,0.0,0.007136,0.0187
1,matching_annotaudio_Aditya_2018-08-16_2324_69_hp,1.0,0.058304,0.086928
2,matching_annotaudio_Aditya_2018-08-16_2324_69_hp,2.0,0.139532,0.187036
3,matching_annotaudio_Aditya_2018-08-16_2324_69_hp,3.0,0.226372,0.254612
4,matching_annotaudio_Aditya_2018-08-16_2324_69_hp,4.0,0.261552,0.276788
5,matching_annotaudio_Aditya_2018-08-16_2324_69_hp,5.0,0.310616,0.332884
6,matching_annotaudio_Aditya_2018-08-16_2324_69_hp,6.0,0.338704,0.363692
7,matching_annotaudio_Aditya_2018-08-16_2324_69_hp,7.0,0.39902,0.42848
0,matching_annotaudio_Aditya_2018-08-16_2324_7_hp,0.0,0.0,0.019948
1,matching_annotaudio_Aditya_2018-08-16_2324_7_hp,1.0,0.137456,0.161144
2,matching_annotaudio_Aditya_2018-08-16_2324_7_hp,2.0,0.16818,0.186128
3,matching_annotaudio_Aditya_2018-08-16_2324_7_hp,3.0,0.210972,0.226944
4,matching_annotaudio_Aditya_2018-08-16_2324_7_hp,4.0,0.23232,0.26366
5,matching_annotaudio_Aditya_2018-08-16_2324_7_hp,5.0,0.305684,0.318932
0,matching_annotaudio_Aditya_2018-08-16_2324_85_hp,0.0,0.004268,0.022768
1,matching_annotaudio_Aditya_2018-08-16_2324_85_hp,1.0,0.140352,0.179316
2,matching_annotaudio_Aditya_2018-08-16_2324_85_hp,2.0,0.20528,0.225232
3,matching_annotaudio_Aditya_2018-08-16_2324_85_hp,3.0,0.231128,0.2596
4,matching_annotaudio_Aditya_2018-08-16_2324_85_hp,4.0,0.286432,0.311436
0,matching_annotaudio_Aditya_2018-08-16_2324_88_hp,0.0,0.222576,0.2754
1,matching_annotaudio_Aditya_2018-08-16_2324_88_hp,1.0,0.3225,0.347876
2,matching_annotaudio_Aditya_2018-08-16_2324_88_hp,2.0,0.414804,0.431696
3,matching_annotaudio_Aditya_2018-08-16_2324_88_hp,3.0,0.44072,0.452684
0,matching_annotaudio_Aditya_2018-08-16_2324_90_hp,0.0,0.16584,0.181728
1,matching_annotaudio_Aditya_2018-08-16_2324_90_hp,1.0,0.193668,0.209276
2,matching_annotaudio_Aditya_2018-08-16_2324_90_hp,2.0,0.23546,0.249868
3,matching_annotaudio_Aditya_2018-08-16_2324_90_hp,3.0,0.25604,0.271652
4,matching_annotaudio_Aditya_2018-08-16_2324_90_hp,4.0,0.277972,0.291512
5,matching_annotaudio_Aditya_2018-08-16_2324_90_hp,5.0,0.33436,0.346112
6,matching_annotaudio_Aditya_2018-08-16_2324_90_hp,6.0,0.359272,0.375156
7,matching_annotaudio_Aditya_2018-08-16_2324_90_hp,7.0,0.424452,0.445312
8,matching_annotaudio_Aditya_2018-08-16_2324_90_hp,8.0,0.452824,0.46764
0,matching_annotaudio_Aditya_2018-08-16_2324_91_hp,0.0,0.028516,0.060348
1,matching_annotaudio_Aditya_2018-08-16_2324_91_hp,1.0,0.212108,0.255416
2,matching_annotaudio_Aditya_2018-08-16_2324_91_hp,2.0,0.34318,0.36542
0,matching_annotaudio_Aditya_2018-08-16_2324_94_hp,0.0,0.019844,0.039792
1,matching_annotaudio_Aditya_2018-08-16_2324_94_hp,1.0,0.04866,0.064668
2,matching_annotaudio_Aditya_2018-08-16_2324_94_hp,2.0,0.22214,0.242508
3,matching_annotaudio_Aditya_2018-08-16_2324_94_hp,3.0,0.253324,0.265388
4,matching_annotaudio_Aditya_2018-08-16_2324_94_hp,4.0,0.302544,0.319956
5,matching_annotaudio_Aditya_2018-08-16_2324_94_hp,5.0,0.328136,0.343912
6,matching_annotaudio_Aditya_2018-08-16_2324_94_hp,6.0,0.391884,0.40674
7,matching_annotaudio_Aditya_2018-08-16_2324_94_hp,7.0,0.467468,0.479164
0,matching_annotaudio_Aditya_2018-08-16_2324_95_hp,0.0,0.0,0.011248
1,matching_annotaudio_Aditya_2018-08-16_2324_95_hp,1.0,0.041652,0.057748
0,matching_annotaudio_Aditya_2018-08-17_01_10_hp,0.0,0.321144,0.335776
0,matching_annotaudio_Aditya_2018-08-17_01_13_hp,0.0,0.070712,0.08866
1,matching_annotaudio_Aditya_2018-08-17_01_13_hp,1.0,0.134896,0.149052
0,matching_annotaudio_Aditya_2018-08-17_01_28_hp,0.0,0.109748,0.121356
0,matching_annotaudio_Aditya_2018-08-17_01_33_hp,0.0,0.048972,0.063476
1,matching_annotaudio_Aditya_2018-08-17_01_33_hp,1.0,0.19446,0.206368
2,matching_annotaudio_Aditya_2018-08-17_01_33_hp,2.0,0.216372,0.230972
0,matching_annotaudio_Aditya_2018-08-17_01_34_hp,0.0,0.028364,0.04214
1,matching_annotaudio_Aditya_2018-08-17_01_34_hp,1.0,0.048516,0.0613
2,matching_annotaudio_Aditya_2018-08-17_01_34_hp,2.0,0.096144,0.108236
0,matching_annotaudio_Aditya_2018-08-17_01_36_hp,0.0,0.234168,0.24464
0,matching_annotaudio_Aditya_2018-08-17_01_37_hp,0.0,0.006768,0.019184
0,matching_annotaudio_Aditya_2018-08-17_01_39_hp,0.0,0.041384,0.056308
1,matching_annotaudio_Aditya_2018-08-17_01_39_hp,1.0,0.200384,0.211512
2,matching_annotaudio_Aditya_2018-08-17_01_39_hp,2.0,0.217572,0.22974
3,matching_annotaudio_Aditya_2018-08-17_01_39_hp,3.0,0.258992,0.281936
4,matching_annotaudio_Aditya_2018-08-17_01_39_hp,4.0,0.317252,0.332076
5,matching_annotaudio_Aditya_2018-08-17_01_39_hp,5.0,0.339044,0.355172
0,matching_annotaudio_Aditya_2018-08-17_01_40_hp,0.0,0.007256,0.017964
1,matching_annotaudio_Aditya_2018-08-17_01_40_hp,1.0,0.111364,0.12366
2,matching_annotaudio_Aditya_2018-08-17_01_40_hp,2.0,0.129764,0.150728
0,matching_annotaudio_Aditya_2018-08-17_01_46_hp,0.0,0.146464,0.159476
1,matching_annotaudio_Aditya_2018-08-17_01_46_hp,1.0,0.16814,0.18374
2,matching_annotaudio_Aditya_2018-08-17_01_46_hp,2.0,0.21396,0.240788
3,matching_annotaudio_Aditya_2018-08-17_01_46_hp,3.0,0.248076,0.27
4,matching_annotaudio_Aditya_2018-08-17_01_46_hp,4.0,0.30216,0.351688
5,matching_annotaudio_Aditya_2018-08-17_01_46_hp,5.0,0.358432,0.377132
6,matching_annotaudio_Aditya_2018-08-17_01_46_hp,6.0,0.407084,0.431232
0,matching_annotaudio_Aditya_2018-08-17_01_47_hp,0.0,0.0,0.019564
1,matching_annotaudio_Aditya_2018-08-17_01_47_hp,1.0,0.026632,0.039164
2,matching_annotaudio_Aditya_2018-08-17_01_47_hp,2.0,0.052864,0.104976
3,matching_annotaudio_Aditya_2018-08-17_01_47_hp,3.0,0.111952,0.127924
4,matching_annotaudio_Aditya_2018-08-17_01_47_hp,4.0,0.13758,0.159544
5,matching_annotaudio_Aditya_2018-08-17_01_47_hp,5.0,0.159576,0.170704
6,matching_annotaudio_Aditya_2018-08-17_01_47_hp,6.0,0.212204,0.248124
7,matching_annotaudio_Aditya_2018-08-17_01_47_hp,7.0,0.289584,0.305072
8,matching_annotaudio_Aditya_2018-08-17_01_47_hp,8.0,0.31356,0.330148
9,matching_annotaudio_Aditya_2018-08-17_01_47_hp,9.0,0.341916,0.364708
10,matching_annotaudio_Aditya_2018-08-17_01_47_hp,10.0,0.400624,0.410936
11,matching_annotaudio_Aditya_2018-08-17_01_47_hp,11.0,0.411028,0.426572
12,matching_annotaudio_Aditya_2018-08-17_01_47_hp,12.0,0.434496,0.444584
13,matching_annotaudio_Aditya_2018-08-17_01_47_hp,13.0,0.473888,0.4845
0,matching_annotaudio_Aditya_2018-08-17_01_58_hp,0.0,0.003664,0.021816
1,matching_annotaudio_Aditya_2018-08-17_01_58_hp,1.0,0.061796,0.101036
2,matching_annotaudio_Aditya_2018-08-17_01_58_hp,2.0,0.139116,0.164384
3,matching_annotaudio_Aditya_2018-08-17_01_58_hp,3.0,0.21536,0.257532
4,matching_annotaudio_Aditya_2018-08-17_01_58_hp,4.0,0.28558,0.330344
5,matching_annotaudio_Aditya_2018-08-17_01_58_hp,5.0,0.355444,0.386676
6,matching_annotaudio_Aditya_2018-08-17_01_58_hp,6.0,0.392904,0.41118
7,matching_annotaudio_Aditya_2018-08-17_01_58_hp,7.0,0.443424,0.497336
0,matching_annotaudio_Aditya_2018-08-17_01_65_hp,0.0,0.002056,0.02016
1,matching_annotaudio_Aditya_2018-08-17_01_65_hp,1.0,0.202876,0.221116
0,matching_annotaudio_Aditya_2018-08-17_01_75_hp,0.0,0.03488,0.052888
1,matching_annotaudio_Aditya_2018-08-17_01_75_hp,1.0,0.061668,0.071936
2,matching_annotaudio_Aditya_2018-08-17_01_75_hp,2.0,0.078324,0.08966
3,matching_annotaudio_Aditya_2018-08-17_01_75_hp,3.0,0.096864,0.114768
4,matching_annotaudio_Aditya_2018-08-17_01_75_hp,4.0,0.177568,0.196248
5,matching_annotaudio_Aditya_2018-08-17_01_75_hp,5.0,0.205464,0.217388
6,matching_annotaudio_Aditya_2018-08-17_01_75_hp,6.0,0.222492,0.234052
0,matching_annotaudio_Aditya_2018-08-17_01_76_hp,0.0,0.235608,0.248592
0,matching_annotaudio_Aditya_2018-08-17_01_80_hp,0.0,0.053784,0.073692
1,matching_annotaudio_Aditya_2018-08-17_01_80_hp,1.0,0.080028,0.104316
2,matching_annotaudio_Aditya_2018-08-17_01_80_hp,2.0,0.111504,0.130968
3,matching_annotaudio_Aditya_2018-08-17_01_80_hp,3.0,0.16056,0.178948
4,matching_annotaudio_Aditya_2018-08-17_01_80_hp,4.0,0.185656,0.20978
5,matching_annotaudio_Aditya_2018-08-17_01_80_hp,5.0,0.252364,0.267712
0,matching_annotaudio_Aditya_2018-08-17_01_81_hp,0.0,0.0,0.02096
1,matching_annotaudio_Aditya_2018-08-17_01_81_hp,1.0,0.037596,0.050828
2,matching_annotaudio_Aditya_2018-08-17_01_81_hp,2.0,0.114636,0.136544
3,matching_annotaudio_Aditya_2018-08-17_01_81_hp,3.0,0.144536,0.15944
4,matching_annotaudio_Aditya_2018-08-17_01_81_hp,4.0,0.406264,0.422304
5,matching_annotaudio_Aditya_2018-08-17_01_81_hp,5.0,0.432892,0.446004
0,matching_annotaudio_Aditya_2018-08-17_01_82_hp,0.0,0.01092,0.028632
1,matching_annotaudio_Aditya_2018-08-17_01_82_hp,1.0,0.034704,0.067788
2,matching_annotaudio_Aditya_2018-08-17_01_82_hp,2.0,0.3646,0.37534
0,matching_annotaudio_Aditya_2018-08-17_01_83_hp,0.0,0.048204,0.068536
1,matching_annotaudio_Aditya_2018-08-17_01_83_hp,1.0,0.1384,0.154572
2,matching_annotaudio_Aditya_2018-08-17_01_83_hp,2.0,0.160284,0.17788
3,matching_annotaudio_Aditya_2018-08-17_01_83_hp,3.0,0.183204,0.196692
4,matching_annotaudio_Aditya_2018-08-17_01_83_hp,4.0,0.250336,0.265356
5,matching_annotaudio_Aditya_2018-08-17_01_83_hp,5.0,0.273864,0.28462
6,matching_annotaudio_Aditya_2018-08-17_01_83_hp,6.0,0.315808,0.328008
0,matching_annotaudio_Aditya_2018-08-17_12_101_hp,0.0,0.038236,0.048416
0,matching_annotaudio_Aditya_2018-08-17_12_103_hp,0.0,0.085352,0.101228
1,matching_annotaudio_Aditya_2018-08-17_12_103_hp,1.0,0.106996,0.122308
2,matching_annotaudio_Aditya_2018-08-17_12_103_hp,2.0,0.130328,0.141592
3,matching_annotaudio_Aditya_2018-08-17_12_103_hp,3.0,0.162572,0.179104
4,matching_annotaudio_Aditya_2018-08-17_12_103_hp,4.0,0.1854,0.197076
5,matching_annotaudio_Aditya_2018-08-17_12_103_hp,5.0,0.223536,0.241032
6,matching_annotaudio_Aditya_2018-08-17_12_103_hp,6.0,0.247192,0.262776
7,matching_annotaudio_Aditya_2018-08-17_12_103_hp,7.0,0.291136,0.303088
8,matching_annotaudio_Aditya_2018-08-17_12_103_hp,8.0,0.355356,0.370832
0,matching_annotaudio_Aditya_2018-08-17_12_104_hp,0.0,0.048276,0.098772
1,matching_annotaudio_Aditya_2018-08-17_12_104_hp,1.0,0.131832,0.147704
2,matching_annotaudio_Aditya_2018-08-17_12_104_hp,2.0,0.15294,0.181492
3,matching_annotaudio_Aditya_2018-08-17_12_104_hp,3.0,0.214932,0.264996
4,matching_annotaudio_Aditya_2018-08-17_12_104_hp,4.0,0.30258,0.350912
5,matching_annotaudio_Aditya_2018-08-17_12_104_hp,5.0,0.384948,0.409532
0,matching_annotaudio_Aditya_2018-08-17_12_115_hp,0.0,0.052672,0.082896
1,matching_annotaudio_Aditya_2018-08-17_12_115_hp,1.0,0.111252,0.167552
2,matching_annotaudio_Aditya_2018-08-17_12_115_hp,2.0,0.193528,0.220592
3,matching_annotaudio_Aditya_2018-08-17_12_115_hp,3.0,0.228396,0.25402
4,matching_annotaudio_Aditya_2018-08-17_12_115_hp,4.0,0.279052,0.299892
5,matching_annotaudio_Aditya_2018-08-17_12_115_hp,5.0,0.308408,0.323788
6,matching_annotaudio_Aditya_2018-08-17_12_115_hp,6.0,0.36186,0.381544
0,matching_annotaudio_Aditya_2018-08-17_12_116_hp,0.0,0.0,0.03072
1,matching_annotaudio_Aditya_2018-08-17_12_116_hp,1.0,0.063152,0.079172
2,matching_annotaudio_Aditya_2018-08-17_12_116_hp,2.0,0.147752,0.18578
3,matching_annotaudio_Aditya_2018-08-17_12_116_hp,3.0,0.22796,0.253176
4,matching_annotaudio_Aditya_2018-08-17_12_116_hp,4.0,0.259724,0.275272
5,matching_annotaudio_Aditya_2018-08-17_12_116_hp,5.0,0.30462,0.322748
6,matching_annotaudio_Aditya_2018-08-17_12_116_hp,6.0,0.385088,0.396004
7,matching_annotaudio_Aditya_2018-08-17_12_116_hp,7.0,0.470804,0.496204
0,matching_annotaudio_Aditya_2018-08-17_12_118_hp,0.0,0.021088,0.036008
1,matching_annotaudio_Aditya_2018-08-17_12_118_hp,1.0,0.077048,0.100788
2,matching_annotaudio_Aditya_2018-08-17_12_118_hp,2.0,0.195204,0.211304
3,matching_annotaudio_Aditya_2018-08-17_12_118_hp,3.0,0.252828,0.29064
4,matching_annotaudio_Aditya_2018-08-17_12_118_hp,4.0,0.354812,0.37054
5,matching_annotaudio_Aditya_2018-08-17_12_118_hp,5.0,0.403872,0.420716
0,matching_annotaudio_Aditya_2018-08-17_12_15_hp,0.0,0.058532,0.071868
1,matching_annotaudio_Aditya_2018-08-17_12_15_hp,1.0,0.232376,0.252552
0,matching_annotaudio_Aditya_2018-08-17_12_16_hp,0.0,0.072652,0.089084
1,matching_annotaudio_Aditya_2018-08-17_12_16_hp,1.0,0.097804,0.119616
2,matching_annotaudio_Aditya_2018-08-17_12_16_hp,2.0,0.145168,0.161532
3,matching_annotaudio_Aditya_2018-08-17_12_16_hp,3.0,0.167308,0.182576
4,matching_annotaudio_Aditya_2018-08-17_12_16_hp,4.0,0.18874,0.203736
5,matching_annotaudio_Aditya_2018-08-17_12_16_hp,5.0,0.234028,0.25088
6,matching_annotaudio_Aditya_2018-08-17_12_16_hp,6.0,0.256452,0.268372
0,matching_annotaudio_Aditya_2018-08-17_12_2_hp,0.0,0.179168,0.208532
1,matching_annotaudio_Aditya_2018-08-17_12_2_hp,1.0,0.215732,0.235848
2,matching_annotaudio_Aditya_2018-08-17_12_2_hp,2.0,0.271172,0.300752
3,matching_annotaudio_Aditya_2018-08-17_12_2_hp,3.0,0.307896,0.3356
0,matching_annotaudio_Aditya_2018-08-17_12_21_hp,0.0,0.0,0.01498
1,matching_annotaudio_Aditya_2018-08-17_12_21_hp,1.0,0.0384,0.055864
2,matching_annotaudio_Aditya_2018-08-17_12_21_hp,2.0,0.131452,0.173984
3,matching_annotaudio_Aditya_2018-08-17_12_21_hp,3.0,0.210532,0.258312
4,matching_annotaudio_Aditya_2018-08-17_12_21_hp,4.0,0.29252,0.320596
0,matching_annotaudio_Aditya_2018-08-17_12_33_hp,0.0,0.010532,0.027632
1,matching_annotaudio_Aditya_2018-08-17_12_33_hp,1.0,0.171212,0.186744
2,matching_annotaudio_Aditya_2018-08-17_12_33_hp,2.0,0.214556,0.235224
3,matching_annotaudio_Aditya_2018-08-17_12_33_hp,3.0,0.240188,0.256336
4,matching_annotaudio_Aditya_2018-08-17_12_33_hp,4.0,0.283444,0.311744
5,matching_annotaudio_Aditya_2018-08-17_12_33_hp,5.0,0.417956,0.439544
0,matching_annotaudio_Aditya_2018-08-17_12_39_hp,0.0,0.198748,0.242756
1,matching_annotaudio_Aditya_2018-08-17_12_39_hp,1.0,0.305628,0.3176
2,matching_annotaudio_Aditya_2018-08-17_12_39_hp,2.0,0.374036,0.42154
0,matching_annotaudio_Aditya_2018-08-17_12_4_hp,0.0,0.0,0.01034
1,matching_annotaudio_Aditya_2018-08-17_12_4_hp,1.0,0.180088,0.191344
2,matching_annotaudio_Aditya_2018-08-17_12_4_hp,2.0,0.258072,0.269876
0,matching_annotaudio_Aditya_2018-08-17_12_44_hp,0.0,0.140316,0.15358
0,matching_annotaudio_Aditya_2018-08-17_12_50_hp,0.0,0.119784,0.137832
1,matching_annotaudio_Aditya_2018-08-17_12_50_hp,1.0,0.205968,0.219212
0,matching_annotaudio_Aditya_2018-08-17_12_53_hp,0.0,0.067224,0.080904
1,matching_annotaudio_Aditya_2018-08-17_12_53_hp,1.0,0.160296,0.182992
0,matching_annotaudio_Aditya_2018-08-17_12_68_hp,0.0,0.072528,0.08896
1,matching_annotaudio_Aditya_2018-08-17_12_68_hp,1.0,0.164192,0.178672
2,matching_annotaudio_Aditya_2018-08-17_12_68_hp,2.0,0.185472,0.196756
0,matching_annotaudio_Aditya_2018-08-17_12_73_hp,0.0,0.235436,0.247692
0,matching_annotaudio_Aditya_2018-08-17_12_74_hp,0.0,0.025892,0.039092
1,matching_annotaudio_Aditya_2018-08-17_12_74_hp,1.0,0.061696,0.08484
2,matching_annotaudio_Aditya_2018-08-17_12_74_hp,2.0,0.090836,0.109336
3,matching_annotaudio_Aditya_2018-08-17_12_74_hp,3.0,0.117096,0.128828
4,matching_annotaudio_Aditya_2018-08-17_12_74_hp,4.0,0.157388,0.172204
5,matching_annotaudio_Aditya_2018-08-17_12_74_hp,5.0,0.178868,0.195076
6,matching_annotaudio_Aditya_2018-08-17_12_74_hp,6.0,0.201644,0.215496
0,matching_annotaudio_Aditya_2018-08-17_12_75_hp,0.0,0.1601,0.171304
1,matching_annotaudio_Aditya_2018-08-17_12_75_hp,1.0,0.225232,0.238056
0,matching_annotaudio_Aditya_2018-08-17_12_79_hp,0.0,0.013752,0.028516
1,matching_annotaudio_Aditya_2018-08-17_12_79_hp,1.0,0.085228,0.109584
0,matching_annotaudio_Aditya_2018-08-17_12_8_hp,0.0,0.13398,0.150456
1,matching_annotaudio_Aditya_2018-08-17_12_8_hp,1.0,0.163912,0.175228
2,matching_annotaudio_Aditya_2018-08-17_12_8_hp,2.0,0.205528,0.221904
3,matching_annotaudio_Aditya_2018-08-17_12_8_hp,3.0,0.401588,0.41462
0,matching_annotaudio_Aditya_2018-08-17_12_80_hp,0.0,0.0,0.017164
1,matching_annotaudio_Aditya_2018-08-17_12_80_hp,1.0,0.021832,0.045292
2,matching_annotaudio_Aditya_2018-08-17_12_80_hp,2.0,0.08186,0.104564
3,matching_annotaudio_Aditya_2018-08-17_12_80_hp,3.0,0.177004,0.187076
0,matching_annotaudio_Aditya_2018-08-17_23_100_hp,0.0,0.0,0.015132
1,matching_annotaudio_Aditya_2018-08-17_23_100_hp,1.0,0.06556,0.077404
2,matching_annotaudio_Aditya_2018-08-17_23_100_hp,2.0,0.091756,0.11592
3,matching_annotaudio_Aditya_2018-08-17_23_100_hp,3.0,0.14472,0.160712
4,matching_annotaudio_Aditya_2018-08-17_23_100_hp,4.0,0.16698,0.185128
5,matching_annotaudio_Aditya_2018-08-17_23_100_hp,5.0,0.19028,0.204484
6,matching_annotaudio_Aditya_2018-08-17_23_100_hp,6.0,0.231488,0.249324
7,matching_annotaudio_Aditya_2018-08-17_23_100_hp,7.0,0.3023,0.319224
8,matching_annotaudio_Aditya_2018-08-17_23_100_hp,8.0,0.324872,0.35456
9,matching_annotaudio_Aditya_2018-08-17_23_100_hp,9.0,0.380108,0.394516
10,matching_annotaudio_Aditya_2018-08-17_23_100_hp,10.0,0.404668,0.429836
0,matching_annotaudio_Aditya_2018-08-17_23_110_hp,0.0,0.105476,0.118396
1,matching_annotaudio_Aditya_2018-08-17_23_110_hp,1.0,0.128064,0.14712
2,matching_annotaudio_Aditya_2018-08-17_23_110_hp,2.0,0.15324,0.168748
3,matching_annotaudio_Aditya_2018-08-17_23_110_hp,3.0,0.229408,0.244956
0,matching_annotaudio_Aditya_2018-08-17_23_112_hp,0.0,0.228248,0.238844
0,matching_annotaudio_Aditya_2018-08-17_23_113_hp,0.0,0.021532,0.037324
1,matching_annotaudio_Aditya_2018-08-17_23_113_hp,1.0,0.043612,0.055236
2,matching_annotaudio_Aditya_2018-08-17_23_113_hp,2.0,0.083044,0.096304
3,matching_annotaudio_Aditya_2018-08-17_23_113_hp,3.0,0.10168,0.118076
4,matching_annotaudio_Aditya_2018-08-17_23_113_hp,4.0,0.12374,0.137012
5,matching_annotaudio_Aditya_2018-08-17_23_113_hp,5.0,0.169884,0.182772
6,matching_annotaudio_Aditya_2018-08-17_23_113_hp,6.0,0.251104,0.26594
7,matching_annotaudio_Aditya_2018-08-17_23_113_hp,7.0,0.271176,0.281964
8,matching_annotaudio_Aditya_2018-08-17_23_113_hp,8.0,0.439772,0.450812
0,matching_annotaudio_Aditya_2018-08-17_23_117_hp,0.0,0.134836,0.14636
1,matching_annotaudio_Aditya_2018-08-17_23_117_hp,1.0,0.2298,0.249536
0,matching_annotaudio_Aditya_2018-08-17_23_133_hp,0.0,0.004868,0.019784
1,matching_annotaudio_Aditya_2018-08-17_23_133_hp,1.0,0.185888,0.200388
0,matching_annotaudio_Aditya_2018-08-17_23_134_hp,0.0,0.234768,0.248992
0,matching_annotaudio_Aditya_2018-08-17_23_138_hp,0.0,0.0759,0.089736
1,matching_annotaudio_Aditya_2018-08-17_23_138_hp,1.0,0.139728,0.155832
2,matching_annotaudio_Aditya_2018-08-17_23_138_hp,2.0,0.231228,0.252788
3,matching_annotaudio_Aditya_2018-08-17_23_138_hp,3.0,0.266416,0.27884
0,matching_annotaudio_Aditya_2018-08-17_23_157_hp,0.0,0.070356,0.09148
1,matching_annotaudio_Aditya_2018-08-17_23_157_hp,1.0,0.156276,0.166528
2,matching_annotaudio_Aditya_2018-08-17_23_157_hp,2.0,0.182776,0.193652
3,matching_annotaudio_Aditya_2018-08-17_23_157_hp,3.0,0.236312,0.274748
4,matching_annotaudio_Aditya_2018-08-17_23_157_hp,4.0,0.330364,0.34314
5,matching_annotaudio_Aditya_2018-08-17_23_157_hp,5.0,0.431496,0.442792
6,matching_annotaudio_Aditya_2018-08-17_23_157_hp,6.0,0.458724,0.474004
0,matching_annotaudio_Aditya_2018-08-17_23_168_hp,0.0,0.095532,0.112888
1,matching_annotaudio_Aditya_2018-08-17_23_168_hp,1.0,0.177864,0.188188
0,matching_annotaudio_Aditya_2018-08-17_23_186_hp,0.0,0.258084,0.270312
0,matching_annotaudio_Aditya_2018-08-17_23_187_hp,0.0,0.117308,0.131156
1,matching_annotaudio_Aditya_2018-08-17_23_187_hp,1.0,0.139612,0.159368
2,matching_annotaudio_Aditya_2018-08-17_23_187_hp,2.0,0.224536,0.24954
3,matching_annotaudio_Aditya_2018-08-17_23_187_hp,3.0,0.286744,0.302516
4,matching_annotaudio_Aditya_2018-08-17_23_187_hp,4.0,0.309792,0.32838
0,matching_annotaudio_Aditya_2018-08-17_23_193_hp,0.0,0.08616,0.109728
1,matching_annotaudio_Aditya_2018-08-17_23_193_hp,1.0,0.115968,0.135584
2,matching_annotaudio_Aditya_2018-08-17_23_193_hp,2.0,0.20064,0.21238
0,matching_annotaudio_Aditya_2018-08-17_23_196_hp,0.0,0.131068,0.141204
1,matching_annotaudio_Aditya_2018-08-17_23_196_hp,1.0,0.147092,0.173588
2,matching_annotaudio_Aditya_2018-08-17_23_196_hp,2.0,0.20856,0.227812
3,matching_annotaudio_Aditya_2018-08-17_23_196_hp,3.0,0.232712,0.252664
4,matching_annotaudio_Aditya_2018-08-17_23_196_hp,4.0,0.2844,0.300564
5,matching_annotaudio_Aditya_2018-08-17_23_196_hp,5.0,0.305748,0.328988
6,matching_annotaudio_Aditya_2018-08-17_23_196_hp,6.0,0.364316,0.382052
7,matching_annotaudio_Aditya_2018-08-17_23_196_hp,7.0,0.38792,0.40752
0,matching_annotaudio_Aditya_2018-08-17_23_26_hp,0.0,0.112768,0.134428
1,matching_annotaudio_Aditya_2018-08-17_23_26_hp,1.0,0.140628,0.161084
2,matching_annotaudio_Aditya_2018-08-17_23_26_hp,2.0,0.203104,0.21986
0,matching_annotaudio_Aditya_2018-08-17_23_28_hp,0.0,0.008956,0.019884
1,matching_annotaudio_Aditya_2018-08-17_23_28_hp,1.0,0.232248,0.24894
2,matching_annotaudio_Aditya_2018-08-17_23_28_hp,2.0,0.254368,0.268104
3,matching_annotaudio_Aditya_2018-08-17_23_28_hp,3.0,0.315532,0.334176
4,matching_annotaudio_Aditya_2018-08-17_23_28_hp,4.0,0.375824,0.38918
5,matching_annotaudio_Aditya_2018-08-17_23_28_hp,5.0,0.397632,0.411736
6,matching_annotaudio_Aditya_2018-08-17_23_28_hp,6.0,0.441004,0.453384
0,matching_annotaudio_Aditya_2018-08-17_23_53_hp,0.0,0.034864,0.049384
1,matching_annotaudio_Aditya_2018-08-17_23_53_hp,1.0,0.12594,0.137036
2,matching_annotaudio_Aditya_2018-08-17_23_53_hp,2.0,0.143644,0.15928
3,matching_annotaudio_Aditya_2018-08-17_23_53_hp,3.0,0.387772,0.399028
4,matching_annotaudio_Aditya_2018-08-17_23_53_hp,4.0,0.405532,0.4169
5,matching_annotaudio_Aditya_2018-08-17_23_53_hp,5.0,0.448532,0.460472
0,matching_annotaudio_Aditya_2018-08-17_23_56_hp,0.0,0.055584,0.08514
1,matching_annotaudio_Aditya_2018-08-17_23_56_hp,1.0,0.233972,0.250056
2,matching_annotaudio_Aditya_2018-08-17_23_56_hp,2.0,0.257812,0.270112
3,matching_annotaudio_Aditya_2018-08-17_23_56_hp,3.0,0.334444,0.351612
4,matching_annotaudio_Aditya_2018-08-17_23_56_hp,4.0,0.40338,0.41914
0,matching_annotaudio_Aditya_2018-08-17_23_65_hp,0.0,0.108164,0.122668
1,matching_annotaudio_Aditya_2018-08-17_23_65_hp,1.0,0.195968,0.210484
0,matching_annotaudio_Aditya_2018-08-17_23_70_hp,0.0,0.003296,0.019632
1,matching_annotaudio_Aditya_2018-08-17_23_70_hp,1.0,0.026156,0.041348
0,matching_annotaudio_Aditya_2018-08-17_23_75_hp,0.0,0.0,0.017964
1,matching_annotaudio_Aditya_2018-08-17_23_75_hp,1.0,0.098504,0.11816
2,matching_annotaudio_Aditya_2018-08-17_23_75_hp,2.0,0.124784,0.14018
3,matching_annotaudio_Aditya_2018-08-17_23_75_hp,3.0,0.149336,0.166504
4,matching_annotaudio_Aditya_2018-08-17_23_75_hp,4.0,0.23026,0.24696
5,matching_annotaudio_Aditya_2018-08-17_23_75_hp,5.0,0.32334,0.336436
