,ifm_rms,ifm_terminal_frequency,ifm_peak_freq_resolution,ifm_peak_frequency,ifm_region_id,ifm_start,ifm_peak_amplitude,ifm_duration,ifm_stop,cf_rms,cf_terminal_frequency,cf_peak_freq_resolution,cf_peak_frequency,cf_region_id,cf_start,cf_peak_amplitude,cf_duration,cf_stop,tfm_rms,tfm_terminal_frequency,tfm_peak_freq_resolution,tfm_peak_frequency,tfm_region_id,tfm_start,tfm_peak_amplitude,tfm_duration,tfm_stop,audio_file,terminal_frequency_threshold,video_annot_id,num_bats,0,duration,peak_freq_resolution
0,0.12597613578698727,93830.33419023137,1282.051282051282,103470.43701799486,fm1,0.0,0.25933837890625,0.001556,0.001556,0.1724717169934754,105705.84223687203,113.63636363636364,105876.33553080246,cf1,0.001556,0.406402587890625,0.017596,0.019152000000000002,0.06158563532098237,92566.61991584854,700.2801120448178,93267.88218793827,fm2,0.019152000000000002,0.110443115234375,0.002852,0.022004,segment_matching_annotaudio_Aditya_2018-08-16_21502300_100_hp,-10,Aditya_2018-08-16_21502300_100,2,,,
1,0.009963750014004584,102803.73831775703,4629.62962962963,107476.6355140187,fm1,0.00162,0.0198974609375,0.00042800000000000005,0.002048,0.07179725595825982,107869.14235190097,110.4728236853734,108090.18567639258,cf1,0.002048,0.142852783203125,0.018096,0.020144,0.0282424175003594,89018.30282861898,830.5647840531561,91098.16971713812,fm2,0.020144,0.0604248046875,0.002404,0.022548,segment_matching_annotaudio_Aditya_2018-08-16_21502300_101_hp,-10,Aditya_2018-08-16_21502300_101,1,,,
2,,,,,,,,,,0.025482519344664382,105184.12118046486,130.54830287206266,105379.9947767041,cf1,0.001288,0.052093505859375,0.015316,0.016604,0.015163151758899544,88765.60332871012,692.5207756232687,103675.4507628294,fm1,0.016604,0.0428466796875,0.002884,0.019488,segment_matching_annotaudio_Aditya_2018-08-16_21502300_102_hp,-10,Aditya_2018-08-16_21502300_102,1,,,
3,0.14970786853880247,95756.88073394496,1141.552511415525,103211.00917431193,fm1,0.000668,0.26312255859375,0.001744,0.002412,0.268992377568324,106966.14583333334,130.1405517959396,107096.35416666669,cf1,0.002412,0.44232177734375,0.015359999999999999,0.017772,0.17580923579717914,92059.33682373473,871.0801393728223,102966.84118673648,fm2,0.017772,0.301177978515625,0.002292,0.020064,segment_matching_annotaudio_Aditya_2018-08-16_21502300_104_hp,-10,Aditya_2018-08-16_21502300_104,1,,,
4,0.016832900866065904,99856.32183908047,1428.571428571429,104885.05747126436,fm1,0.001048,0.043701171875,0.001392,0.00244,0.0348944906605024,107272.98206278024,140.05602240896357,107413.11659192824,cf1,0.00244,0.071075439453125,0.014272,0.016712,0.013245066447006735,96547.31457800511,1275.5102040816328,107416.87979539644,fm2,0.016712,0.0301513671875,0.001564,0.018276,segment_matching_annotaudio_Aditya_2018-08-16_21502300_106_hp,-10,Aditya_2018-08-16_21502300_106,1,,,
5,0.011683159813738929,99326.59932659932,1677.8523489932886,106060.60606060603,fm1,4.8e-05,0.0228271484375,0.001188,0.001236,0.028760863238608093,106701.94003527338,146.88601645123384,106848.91240446796,cf1,0.001236,0.0535888671875,0.013608000000000002,0.014844,0.01918519491480509,97150.25906735752,862.0689655172414,103195.16407599306,fm2,0.014844,0.046630859375,0.002316,0.017159999999999998,segment_matching_annotaudio_Aditya_2018-08-16_21502300_108_hp,-10,Aditya_2018-08-16_21502300_108,2,,,
6,,,,,,,,,,0.04206609157944563,105383.92657264383,111.9068934646374,105551.82449070962,cf1,0.000956,0.0931396484375,0.017868000000000002,0.018824,0.021300936332128883,92136.15023474178,1168.2242990654206,102699.53051643193,fm1,0.018824,0.04791259765625,0.001704,0.020528,segment_matching_annotaudio_Aditya_2018-08-16_21502300_110_hp,-10,Aditya_2018-08-16_21502300_110,1,,,
7,0.017872060238507834,95036.3196125908,1207.729468599034,102905.56900726394,fm1,0.0009400000000000001,0.041412353515625,0.001652,0.002592,0.03980260410776258,105358.2179409994,150.42117930204572,105508.72968091512,cf1,0.002592,0.0709228515625,0.013288,0.015880000000000002,0.019298247559797047,94943.82022471912,1121.0762331838564,103370.78651685393,fm2,0.015880000000000002,0.044189453125,0.0017800000000000001,0.01766,segment_matching_annotaudio_Aditya_2018-08-16_21502300_111_hp,-10,Aditya_2018-08-16_21502300_111,1,,,
8,,,,,,,,,,0.04776714816066214,105559.91370857033,98.0392156862745,105608.94292998627,cf1,0.0016120000000000002,0.103302001953125,0.020396,0.022008,0.01796896657613135,87412.58741258741,871.0801393728223,105332.16783216783,fm1,0.022008,0.0487060546875,0.002288,0.024296,segment_matching_annotaudio_Aditya_2018-08-16_21502300_18_hp,-10,Aditya_2018-08-16_21502300_18,1,,,
9,0.006330016094156565,99264.70588235294,2427.184466019417,106617.64705882351,fm1,0.0001,0.01220703125,0.000816,0.000916,0.01460845304266451,108539.32584269663,112.30907457322552,108651.68539325843,cf1,0.000916,0.03192138671875,0.0178,0.018716,0.017439387226466457,89572.19251336901,1329.7872340425529,97593.58288770054,fm2,0.018716,0.04351806640625,0.0014960000000000002,0.020212,segment_matching_annotaudio_Aditya_2018-08-16_21502300_20_hp,-10,Aditya_2018-08-16_21502300_20,1,,,
10,0.017798727969013346,103305.78512396694,1028.80658436214,105888.42975206609,fm1,0.0,0.05047607421875,0.001936,0.001936,0.14929682913702222,107620.1875124676,33.244680851063826,107653.43440388324,cf1,0.001936,0.314453125,0.060155999999999994,0.062091999999999994,0.015075461352218229,102725.36687631028,1046.0251046025103,105345.91194968554,fm2,0.062091999999999994,0.045166015625,0.0019079999999999998,0.064,segment_matching_annotaudio_Aditya_2018-08-16_21502300_22_hp,-10,Aditya_2018-08-16_21502300_22,1,,,
11,0.02031066394797113,92039.8009950249,1237.6237623762374,103855.72139303484,fm1,0.000736,0.042266845703125,0.0016079999999999998,0.002344,0.03912734247212378,105133.68983957221,106.92899914456801,105401.0695187166,cf1,0.002344,0.07415771484375,0.0187,0.021044,0.024684871374433228,90616.04584527221,714.2857142857142,105300.85959885387,fm2,0.021044,0.059783935546875,0.002792,0.023836000000000003,segment_matching_annotaudio_Aditya_2018-08-16_21502300_24_hp,-10,Aditya_2018-08-16_21502300_24,1,,,
12,0.007325426637866852,96108.49056603774,1173.7089201877934,102594.3396226415,fm1,0.000348,0.01971435546875,0.001696,0.0020440000000000002,0.02035695925333897,103439.92248062015,96.86168151879116,103294.57364341084,cf1,0.0020440000000000002,0.037445068359375,0.020640000000000002,0.022684,0.007348096777440075,95472.44094488188,980.3921568627452,103838.58267716537,fm2,0.022684,0.019989013671875,0.002032,0.024716,segment_matching_annotaudio_Aditya_2018-08-16_21502300_25_hp,-10,Aditya_2018-08-16_21502300_25,1,,,
13,0.016080028270564983,95085.47008547008,2118.64406779661,101495.7264957265,fm1,0.000256,0.031005859375,0.000936,0.001192,0.044637990217092964,102275.600505689,126.39029322548029,102465.23388116306,cf1,0.001192,0.083160400390625,0.015819999999999997,0.017012,0.023608330571093385,90770.79107505073,1012.1457489878543,101926.9776876268,fm2,0.017012,0.05804443359375,0.001972,0.018984,segment_matching_annotaudio_Aditya_2018-08-16_21502300_26_hp,-10,Aditya_2018-08-16_21502300_26,1,,,
14,,,,,,,,,,0.015824242305162085,104713.88367729832,78.14942169427947,104831.1444652908,cf1,0.0007,0.032867431640625,0.025584,0.026284,0.008471267485265202,92074.59207459207,1162.7906976744189,103729.60372960372,fm1,0.026284,0.01947021484375,0.001716,0.027999999999999997,segment_matching_annotaudio_Aditya_2018-08-16_21502300_28_hp,-10,Aditya_2018-08-16_21502300_28,1,,,
