,ci_has_zero,ci_above_zero,ci_below_zero,perm_pvalue,difference,perm_pvalue_signif,measurement,fold_number
0,True,False,False,0.1306,-4.119999999999999,False,cf_duration,1
0,False,True,False,0.123,0.33599999999999985,False,tfm_duration,1
0,True,False,False,0.848,0.04200000000000004,False,ifm_duration,1
0,False,True,False,0.0456,1.3996186565465223,True,cf_peak_frequency,1
0,True,False,False,0.0962,-3.438914476436139,False,tfm_terminal_frequency,1
0,True,False,False,0.209,2.0247534374310163,False,ifm_terminal_frequency,1
0,True,False,False,0.7498,-0.6611498594152323,False,cf_dbrms,1
0,True,False,False,0.4676,-0.638801034994124,False,tfm_dbrms,1
0,True,False,False,0.6996,1.6021707632577389,False,ifm_dbrms,1
0,True,False,False,0.608,-0.5791814576710825,False,tfm-cf_dbratio,1
0,True,False,False,0.704,-0.5621917665959302,False,ifm-cf_dbratio,1
0,True,False,False,0.0174,4.7903582913404446,True,tfm_bw,1
0,True,False,False,0.422,-1.184094964435797,False,ifm_bw,1
0,False,False,True,0.128,-3.8919999999999995,False,cf_duration,2
0,False,True,False,0.0618,0.3919999999999999,False,tfm_duration,2
0,True,False,False,0.7016,0.10200000000000009,False,ifm_duration,2
0,False,True,False,0.0626,1.0880947614820826,False,cf_peak_frequency,2
0,False,False,True,0.073,-3.407979991113976,False,tfm_terminal_frequency,2
0,True,False,False,0.5258,1.2400793650793815,False,ifm_terminal_frequency,2
0,True,False,False,0.885,0.40102378751364043,False,cf_dbrms,2
0,True,False,False,0.5916,-0.5124039443321422,False,tfm_dbrms,2
0,True,False,False,0.5788,2.0342581632592385,False,ifm_dbrms,2
0,True,False,False,0.471,-0.8432848644307764,False,tfm-cf_dbratio,2
0,True,False,False,0.851,0.20607469945029955,False,ifm-cf_dbratio,2
0,False,True,False,0.008,5.103482320076234,True,tfm_bw,2
0,True,False,False,0.8404,0.3906640244068118,False,ifm_bw,2
0,False,False,True,0.1344,-3.8919999999999995,False,cf_duration,3
0,False,True,False,0.0826,0.3919999999999999,False,tfm_duration,3
0,True,False,False,0.7604,0.06400000000000006,False,ifm_duration,3
0,False,True,False,0.0692,1.0880947614820826,False,cf_peak_frequency,3
0,False,False,True,0.0674,-3.31646902571309,False,tfm_terminal_frequency,3
0,True,False,False,0.384,1.494374120956408,False,ifm_terminal_frequency,3
0,True,False,False,0.8868,0.40102378751364043,False,cf_dbrms,3
0,True,False,False,0.619,-0.4811346340650715,False,tfm_dbrms,3
0,True,False,False,0.5714,2.0098207032713304,False,ifm_dbrms,3
0,True,False,False,0.5284,-0.785697867648496,False,tfm-cf_dbratio,3
0,True,False,False,0.7682,-0.39587306076411544,False,ifm-cf_dbratio,3
0,False,True,False,0.0178,4.417169606596362,True,tfm_bw,3
0,True,False,False,0.9146,0.1684533264592165,False,ifm_bw,3
0,False,False,True,0.1056,-3.8919999999999995,False,cf_duration,4
0,False,True,False,0.0512,0.3759999999999999,False,tfm_duration,4
0,True,False,False,0.612,0.14000000000000012,False,ifm_duration,4
0,False,True,False,0.0532,1.093971588906939,False,cf_peak_frequency,4
0,False,False,True,0.0968,-3.31646902571309,False,tfm_terminal_frequency,4
0,True,False,False,0.5446,1.2400793650793815,False,ifm_terminal_frequency,4
0,True,False,False,0.9336,0.1979620270998943,False,cf_dbrms,4
0,True,False,False,0.5612,-0.5771028256007753,False,tfm_dbrms,4
0,True,False,False,0.5816,1.9853832432834224,False,ifm_dbrms,4
0,True,False,False,0.524,-0.785697867648496,False,tfm-cf_dbratio,4
0,True,False,False,0.8648,0.20607469945029955,False,ifm-cf_dbratio,4
0,False,True,False,0.0174,4.417169606596362,True,tfm_bw,4
0,True,False,False,0.9124,0.1684533264592165,False,ifm_bw,4
