,ci_has_zero,ci_above_zero,ci_below_zero,perm_pvalue,difference,perm_pvalue_signif,bca_low,bca_high,measurement,fold_number
0,True,False,False,0.832,-0.14999999999999147,False,-1.865000000000002,1.3700000000000045,file_value_range,1
0,True,False,False,0.6246,-0.27999999999999403,False,-1.8799999999999955,0.9599999999999866,file_value_range,2
0,True,False,False,0.6988,-0.17999999999999972,False,-1.8699999999999974,1.299999999999983,file_value_range,3
0,True,False,False,0.6944,-0.2849999999999966,False,-1.500000000000007,1.3599999999999994,file_value_range,4
0,True,False,False,0.837,-0.09499999999999176,False,-1.2600000000000051,1.2199999999999989,file_value_range,5
0,True,False,False,0.7022,-0.23999999999999488,False,-1.7199999999999918,1.1199999999999974,file_value_range,6
0,True,False,False,0.252,-0.8049999999999997,False,-2.160000000000011,0.3850000000000051,file_value_range,7
0,True,False,False,0.6766,-0.19999999999999574,False,-1.3800000000000097,1.039999999999992,file_value_range,8
0,True,False,False,0.8512,-0.01999999999999602,False,-0.9900000000000162,1.039999999999992,file_value_range,9
0,True,False,False,0.8576,-0.14499999999998892,False,-1.5800000000000054,1.0000000000000142,file_value_range,10
0,True,False,False,0.6414,-0.2499999999999929,False,-1.5300000000000011,0.9600000000000151,file_value_range,11
0,True,False,False,0.8516,-0.04000000000000625,False,-1.2950000000000017,1.519999999999996,file_value_range,12
0,True,False,False,0.4984,-0.28999999999999204,False,-1.3900000000000148,0.8799999999999955,file_value_range,13
0,True,False,False,0.6562,-0.38999999999999346,False,-1.8799999999999955,0.8200000000000003,file_value_range,14
0,True,False,False,0.8384,-0.13000000000000256,False,-1.5900000000000105,1.5300000000000082,file_value_range,15
0,True,False,False,0.9398,-0.030000000000001137,False,-1.3599999999999994,1.1100000000000065,file_value_range,16
0,True,False,False,0.5344,-0.3599999999999923,False,-1.5799999999999983,1.0600000000000023,file_value_range,17
0,True,False,False,0.753,-0.19999999999999574,False,-1.6200000000000188,1.0900000000000034,file_value_range,18
0,True,False,False,0.4724,-0.28000000000000824,False,-1.440000000000012,0.9099999999999895,file_value_range,19
0,True,False,False,0.8942,-0.09499999999998465,False,-1.5349999999999895,1.2899999999999991,file_value_range,20
0,True,False,False,0.9702,-0.10499999999998977,False,-1.5449999999999946,1.0999999999999943,file_value_range,21
0,True,False,False,0.7662,-0.22999999999999687,False,-2.0150000000000006,1.4399999999999977,file_value_range,22
0,True,False,False,0.8488,0.04500000000000881,False,-1.4600000000000009,1.539999999999992,file_value_range,23
0,True,False,False,0.397,-0.5150000000000006,False,-1.8200000000000003,0.8050000000000068,file_value_range,24
0,True,False,False,0.2676,0.5899999999999892,False,-0.7400000000000091,1.8700000000000045,file_value_range,25
0,True,False,False,0.9622,-0.09499999999999886,False,-1.9099999999999966,1.6199999999999903,file_value_range,26
0,True,False,False,0.8488,-0.02999999999999403,False,-1.2050000000000054,0.9750000000000085,file_value_range,27
0,True,False,False,0.4394,-0.5150000000000006,False,-1.740000000000009,0.5850000000000151,file_value_range,28
0,True,False,False,0.6786,0.3500000000000014,False,-1.3000000000000114,1.644999999999996,file_value_range,29
0,True,False,False,0.835,-0.04999999999999716,False,-1.3500000000000014,1.5700000000000003,file_value_range,30
0,True,False,False,0.6884,0.16500000000000625,False,-1.0599999999999952,1.4599999999999866,file_value_range,31
0,True,False,False,0.5592,0.4550000000000196,False,-0.8999999999999986,1.799999999999983,file_value_range,32
0,True,False,False,0.9456,-0.010000000000005116,False,-1.7150000000000034,1.6950000000000074,file_value_range,33
0,True,False,False,0.703,-0.23999999999999488,False,-1.7700000000000173,1.2700000000000031,file_value_range,34
0,True,False,False,0.6984,-0.16499999999998494,False,-1.3949999999999818,1.299999999999983,file_value_range,35
0,True,False,False,0.5826,-0.42499999999999005,False,-1.8000000000000043,0.7949999999999946,file_value_range,36
0,True,False,False,0.347,-0.7649999999999935,False,-2.3800000000000026,0.6999999999999886,file_value_range,37
0,True,False,False,0.5,-0.4450000000000003,False,-1.7399999999999949,1.4650000000000034,file_value_range,38
0,True,False,False,0.5326,0.529999999999994,False,-0.8300000000000125,1.8200000000000145,file_value_range,39
0,True,False,False,0.1752,-0.8999999999999986,False,-2.1400000000000006,0.40499999999999403,file_value_range,40
0,True,False,False,0.852,-0.12999999999999545,False,-1.759999999999998,1.0650000000000048,file_value_range,41
0,True,False,False,0.5144,-0.27999999999999403,False,-1.8049999999999997,0.8450000000000131,file_value_range,42
0,True,False,False,0.9866,0.034999999999989484,False,-1.460000000000008,1.1200000000000117,file_value_range,43
0,True,False,False,0.9128,-0.039999999999984936,False,-1.8399999999999892,1.500000000000007,file_value_range,44
0,True,False,False,0.8822,0.14000000000000057,False,-1.1000000000000156,1.1750000000000043,file_value_range,45
0,True,False,False,0.7042,0.18500000000000938,False,-1.2700000000000031,1.529999999999994,file_value_range,46
