,ci_has_zero,ci_above_zero,ci_below_zero,perm_pvalue,difference,perm_pvalue_signif,bca_low,bca_high,measurement,fold_number
0,False,False,True,0.019,-3.467999999999998,True,-5.312000000000001,-1.032,cf_duration,1
0,False,True,False,0.0204,0.31600000000000006,True,0.03599999999999981,0.496,tfm_duration,1
0,True,False,False,0.5516,0.08399999999999985,False,-0.30200000000000005,0.44799999999999973,ifm_duration,1
0,True,False,False,,0.013433464800201023,False,-3.342006306828864,1.8375218002222056,cf_peak_frequency,1
0,False,False,True,0.051,-2.594910852933012,False,-4.54214095729084,-0.354629677511781,tfm_terminal_frequency,1
0,True,False,False,0.5476,0.7250499970308226,False,-2.334370020953287,3.4875981606452484,ifm_terminal_frequency,1
0,True,False,False,0.8966,-0.3390783021006314,False,-3.4511321826114916,3.6676318370395116,cf_dbrms,1
0,True,False,False,0.2068,-2.111661109594742,False,-5.08336029319392,1.5101791098185515,tfm_dbrms,1
0,True,False,False,0.5702,-1.4344785348577958,False,-6.313560073211207,4.797496857964909,ifm_dbrms,1
0,True,False,False,0.4088,-0.8537121053767862,False,-1.997336266749075,2.894554444558227,tfm-cf_dbratio,1
0,True,False,False,0.6554,-0.5141514781018497,False,-1.6286217188259977,0.6926751021554152,ifm-cf_dbratio,1
0,False,True,False,0.0616,3.0352551788648494,False,0.07545795983076076,4.942949689354689,tfm_bw,1
0,True,False,False,0.8166,0.2597597397318445,False,-3.5880021930532973,2.876597343765562,ifm_bw,1
0,False,False,True,0.0232,-3.230000000000002,True,-5.008000000000001,-0.5519999999999996,cf_duration,2
0,False,True,False,0.0134,0.32600000000000007,True,0.08000000000000007,0.518,tfm_duration,2
0,True,False,False,0.6114,0.07799999999999985,False,-0.2739999999999998,0.476,ifm_duration,2
0,True,False,False,,0.013433464800201023,False,-3.356367601009694,1.8867746743570422,cf_peak_frequency,2
0,False,False,True,0.0522,-2.7702962677953025,False,-4.759106933019979,-0.4200109232522635,tfm_terminal_frequency,2
0,True,False,False,0.5182,0.7566166198230775,False,-2.3328716191587375,3.510730117183954,ifm_terminal_frequency,2
