,ci_has_zero,ci_above_zero,ci_below_zero,perm_pvalue,difference,perm_pvalue_signif,measurement,fold_number
0,True,False,False,0.8194,-0.26761808281646093,False,tfm-cf_dbratio,18
0,True,False,False,0.5136,0.9854417202514174,False,ifm-cf_dbratio,18
0,True,False,False,0.1504,3.3535135329021006,False,tfm_bw,18
0,True,False,False,0.4972,-1.6148366175798508,False,ifm_bw,18
0,True,False,False,0.254,-3.067999999999998,False,cf_duration,19
0,True,False,False,0.1782,0.35399999999999987,False,tfm_duration,19
0,True,False,False,0.7528,0.06999999999999984,False,ifm_duration,19
0,True,False,False,0.1702,0.6957453370277733,False,cf_peak_frequency,19
0,True,False,False,0.2882,-2.647960053621418,False,tfm_terminal_frequency,19
0,True,False,False,0.3026,2.3189173044643496,False,ifm_terminal_frequency,19
0,True,False,False,0.4838,1.9244693777647015,False,cf_dbrms,19
0,True,False,False,0.3012,-2.408948902986097,False,tfm_dbrms,19
0,True,False,False,0.2386,5.92838664206424,False,ifm_dbrms,19
0,True,False,False,0.8176,-0.26761808281646093,False,tfm-cf_dbratio,19
0,True,False,False,0.4888,0.9854417202514174,False,ifm-cf_dbratio,19
0,True,False,False,0.1528,3.3535135329021006,False,tfm_bw,19
0,True,False,False,0.5228,-1.6148366175798508,False,ifm_bw,19
0,False,False,True,0.0732,-3.6119999999999983,False,cf_duration,20
0,True,False,False,0.2436,0.30800000000000005,False,tfm_duration,20
0,True,False,False,0.9408,-0.008000000000000007,False,ifm_duration,20
0,True,False,False,0.1228,0.7853861075549133,False,cf_peak_frequency,20
0,True,False,False,0.1526,-3.239779057690484,False,tfm_terminal_frequency,20
0,True,False,False,0.2654,2.662435456110174,False,ifm_terminal_frequency,20
0,True,False,False,0.5372,1.7453863029390924,False,cf_dbrms,20
0,True,False,False,0.105,-4.399541511667721,False,tfm_dbrms,20
0,True,False,False,0.307,4.422154968448893,False,ifm_dbrms,20
0,True,False,False,0.3504,-1.1355828998701956,False,tfm-cf_dbratio,20
0,True,False,False,0.4154,1.1797142281255981,False,ifm-cf_dbratio,20
0,True,False,False,0.0588,3.9945079788330347,False,tfm_bw,20
0,True,False,False,0.2174,-2.717412088074437,False,ifm_bw,20
0,True,False,False,0.1782,-3.7020000000000017,False,cf_duration,21
0,True,False,False,0.1808,0.3859999999999997,False,tfm_duration,21
0,True,False,False,0.5442,0.1180000000000001,False,ifm_duration,21
0,True,False,False,0.1824,0.6197697796911257,False,cf_peak_frequency,21
0,True,False,False,0.3524,-2.432896851374224,False,tfm_terminal_frequency,21
0,True,False,False,0.3686,2.0145341875812335,False,ifm_terminal_frequency,21
0,True,False,False,0.4318,1.9244693777647015,False,cf_dbrms,21
0,True,False,False,0.305,-2.408948902986097,False,tfm_dbrms,21
0,True,False,False,0.223,4.581315823503104,False,ifm_dbrms,21
0,True,False,False,0.7878,-0.26761808281646093,False,tfm-cf_dbratio,21
0,True,False,False,0.4702,1.1100275173064507,False,ifm-cf_dbratio,21
0,True,False,False,0.2222,2.8140425262825737,False,tfm_bw,21
0,True,False,False,0.5988,-1.0121147479351853,False,ifm_bw,21
0,True,False,False,0.469,-1.5399999999999991,False,cf_duration,22
0,True,False,False,0.1728,0.3920000000000001,False,tfm_duration,22
0,True,False,False,0.8912,-0.028000000000000025,False,ifm_duration,22
0,True,False,False,0.1276,0.8658344806974583,False,cf_peak_frequency,22
0,True,False,False,0.1876,-3.239779057690484,False,tfm_terminal_frequency,22
0,True,False,False,0.254,2.584165386584729,False,ifm_terminal_frequency,22
0,True,False,False,0.6466,1.1459325929025859,False,cf_dbrms,22
0,True,False,False,0.768,-0.4183562943044663,False,tfm_dbrms,22
0,True,False,False,0.2384,5.7008383895494354,False,ifm_dbrms,22
0,True,False,False,0.4686,0.6706036227832959,False,tfm-cf_dbratio,22
0,True,False,False,0.7158,0.6661335562830262,False,ifm-cf_dbratio,22
0,True,False,False,0.087,3.9945079788330347,False,tfm_bw,22
0,True,False,False,0.5722,-1.9906843426933332,False,ifm_bw,22
0,True,False,False,0.402,-2.1800000000000033,False,cf_duration,23
0,True,False,False,0.1558,0.40000000000000013,False,tfm_duration,23
0,True,False,False,0.8516,-0.03600000000000003,False,ifm_duration,23
0,True,False,False,0.1472,0.7853861075549133,False,cf_peak_frequency,23
0,True,False,False,0.1936,-3.33129002309137,False,tfm_terminal_frequency,23
0,True,False,False,0.348,2.2797822697016272,False,ifm_terminal_frequency,23
0,True,False,False,0.5408,1.7453863029390924,False,cf_dbrms,23
0,True,False,False,0.8474,-0.29155597946256506,False,tfm_dbrms,23
0,True,False,False,0.1158,6.863231364122715,False,ifm_dbrms,23
0,True,False,False,0.4952,0.6706036227832959,False,tfm-cf_dbratio,23
0,True,False,False,0.7112,0.6661335562830262,False,ifm-cf_dbratio,23
0,True,False,False,0.0774,3.9945079788330347,False,tfm_bw,23
0,True,False,False,0.6996,-1.3879624730486686,False,ifm_bw,23
0,True,False,False,0.251,-3.067999999999998,False,cf_duration,24
0,True,False,False,0.1756,0.3859999999999997,False,tfm_duration,24
0,True,False,False,0.6988,0.06999999999999984,False,ifm_duration,24
0,True,False,False,0.1716,0.6957453370277733,False,cf_peak_frequency,24
0,True,False,False,0.289,-2.647960053621418,False,tfm_terminal_frequency,24
0,True,False,False,0.1872,2.4724799580269803,False,ifm_terminal_frequency,24
0,True,False,False,0.468,1.9244693777647015,False,cf_dbrms,24
0,True,False,False,0.2986,-2.408948902986097,False,tfm_dbrms,24
0,True,False,False,0.2462,5.357542615301924,False,ifm_dbrms,24
0,True,False,False,0.8144,-0.26761808281646093,False,tfm-cf_dbratio,24
0,True,False,False,0.5012,0.9854417202514174,False,ifm-cf_dbratio,24
0,True,False,False,0.1268,3.3535135329021006,False,tfm_bw,24
0,True,False,False,0.2914,-2.490537943543254,False,ifm_bw,24
0,True,False,False,0.2508,-3.067999999999998,False,cf_duration,25
0,True,False,False,0.1552,0.35399999999999987,False,tfm_duration,25
0,True,False,False,0.6962,0.07799999999999985,False,ifm_duration,25
0,True,False,False,0.1042,0.7930605090146798,False,cf_peak_frequency,25
0,True,False,False,0.3298,-2.432896851374224,False,tfm_terminal_frequency,25
0,True,False,False,0.196,2.6233004213474516,False,ifm_terminal_frequency,25
0,True,False,False,0.4786,1.9244693777647015,False,cf_dbrms,25
0,True,False,False,0.3266,-2.408948902986097,False,tfm_dbrms,25
0,True,False,False,0.2334,5.92838664206424,False,ifm_dbrms,25
0,True,False,False,0.9438,-0.17520207661687692,False,tfm-cf_dbratio,25
0,True,False,False,0.4284,1.2069611091769445,False,ifm-cf_dbratio,25
0,True,False,False,0.191,2.8140425262825737,False,tfm_bw,25
0,True,False,False,0.3904,-2.2175584872245153,False,ifm_bw,25
0,True,False,False,0.3654,-1.5399999999999991,False,cf_duration,26
0,True,False,False,0.2926,0.31600000000000006,False,tfm_duration,26
0,True,False,False,0.8872,-0.028000000000000025,False,ifm_duration,26
0,True,False,False,0.1128,0.8658344806974583,False,cf_peak_frequency,26
0,True,False,False,0.4474,-1.9213411855121905,False,tfm_terminal_frequency,26
0,True,False,False,0.233,2.584165386584729,False,ifm_terminal_frequency,26
0,True,False,False,0.517,1.1459325929025859,False,cf_dbrms,26
0,True,False,False,0.729,-0.4183562943044663,False,tfm_dbrms,26
0,False,True,False,0.119,6.863231364122715,False,ifm_dbrms,26
0,True,False,False,0.4396,-1.1355828998701956,False,tfm-cf_dbratio,26
0,True,False,False,0.3972,1.1797142281255981,False,ifm-cf_dbratio,26
0,True,False,False,0.3056,2.2667593570727327,False,tfm_bw,26
0,True,False,False,0.5478,-1.9906843426933332,False,ifm_bw,26
0,True,False,False,0.2208,-3.067999999999998,False,cf_duration,27
0,True,False,False,0.1908,0.32199999999999984,False,tfm_duration,27
0,True,False,False,0.793,0.062000000000000055,False,ifm_duration,27
0,True,False,False,0.1512,0.6957453370277733,False,cf_peak_frequency,27
0,True,False,False,0.48,-1.9003245908412936,False,tfm_terminal_frequency,27
0,True,False,False,0.1866,2.6233004213474516,False,ifm_terminal_frequency,27
0,True,False,False,0.433,1.9244693777647015,False,cf_dbrms,27
0,True,False,False,0.331,-2.408948902986097,False,tfm_dbrms,27
0,True,False,False,0.4154,3.603600692917688,False,ifm_dbrms,27
0,True,False,False,0.8982,-0.17520207661687692,False,tfm-cf_dbratio,27
0,True,False,False,0.4828,0.9854417202514174,False,ifm-cf_dbratio,27
0,True,False,False,0.257,2.585896163431457,False,tfm_bw,27
0,True,False,False,0.206,-2.7635173998619926,False,ifm_bw,27
0,True,False,False,0.2112,-3.067999999999998,False,cf_duration,28
0,True,False,False,0.2056,0.32199999999999984,False,tfm_duration,28
0,True,False,False,0.7074,0.07799999999999985,False,ifm_duration,28
0,True,False,False,0.215,0.6197697796911257,False,cf_peak_frequency,28
0,True,False,False,0.48,-1.9003245908412936,False,tfm_terminal_frequency,28
0,True,False,False,0.2318,2.6233004213474516,False,ifm_terminal_frequency,28
0,True,False,False,0.4406,1.9244693777647015,False,cf_dbrms,28
0,True,False,False,0.24,-2.408948902986097,False,tfm_dbrms,28
0,True,False,False,0.2082,5.356999690507358,False,ifm_dbrms,28
0,True,False,False,0.8952,-0.17520207661687692,False,tfm-cf_dbratio,28
0,True,False,False,0.4802,1.2346133143614821,False,ifm-cf_dbratio,28
0,True,False,False,0.258,2.585896163431457,False,tfm_bw,28
0,True,False,False,0.242,-2.7635173998619926,False,ifm_bw,28
0,True,False,False,0.2522,-2.564,False,cf_duration,29
0,True,False,False,0.1954,0.35399999999999987,False,tfm_duration,29
0,True,False,False,0.7556,0.06999999999999984,False,ifm_duration,29
0,True,False,False,0.1616,0.6957453370277733,False,cf_peak_frequency,29
0,True,False,False,0.3196,-2.432896851374224,False,tfm_terminal_frequency,29
0,True,False,False,0.1912,2.6233004213474516,False,ifm_terminal_frequency,29
0,True,False,False,0.4402,1.9244693777647015,False,cf_dbrms,29
0,True,False,False,0.2566,-2.408948902986097,False,tfm_dbrms,29
0,True,False,False,0.1938,5.642693166285802,False,ifm_dbrms,29
0,True,False,False,0.7758,-0.26761808281646093,False,tfm-cf_dbratio,29
0,True,False,False,0.6368,0.5964468454638787,False,ifm-cf_dbratio,29
0,True,False,False,0.2134,2.8140425262825737,False,tfm_bw,29
0,True,False,False,0.2614,-2.490537943543254,False,ifm_bw,29
0,True,False,False,0.2208,-3.067999999999998,False,cf_duration,30
0,True,False,False,0.1722,0.3859999999999997,False,tfm_duration,30
0,True,False,False,0.6206,0.09799999999999986,False,ifm_duration,30
0,True,False,False,0.1456,0.6957453370277733,False,cf_peak_frequency,30
0,True,False,False,0.2758,-2.647960053621418,False,tfm_terminal_frequency,30
0,True,False,False,0.2894,2.3189173044643496,False,ifm_terminal_frequency,30
0,True,False,False,0.3316,2.0575819683480177,False,cf_dbrms,30
0,True,False,False,0.3466,-2.251879427247985,False,tfm_dbrms,30
0,True,False,False,0.149,5.92838664206424,False,ifm_dbrms,30
0,True,False,False,0.8984,-0.17520207661687692,False,tfm-cf_dbratio,30
0,True,False,False,0.4686,1.2346133143614821,False,ifm-cf_dbratio,30
0,True,False,False,0.1328,3.2001475428482955,False,tfm_bw,30
0,True,False,False,0.4984,-1.6148366175798508,False,ifm_bw,30
0,True,False,False,0.2668,-2.564,False,cf_duration,31
0,True,False,False,0.163,0.3859999999999997,False,tfm_duration,31
0,True,False,False,0.6206,0.09799999999999986,False,ifm_duration,31
0,True,False,False,0.1434,0.6957453370277733,False,cf_peak_frequency,31
0,True,False,False,0.359,-2.432896851374224,False,tfm_terminal_frequency,31
