,Unnamed: 0,Unnamed: 0.1,value,segment_number,measurement,file_name,unique_window_id,video_annot_id,num_bats,groupsize
1065,91,150,-34.29081109735718,64,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp_singlebatmixed.WAV,64_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_39_hp_singlebatmi,2,multiple_virtual
1066,94,155,-29.557555278081573,66,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp_singlebatmixed.WAV,66_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_39_hp_singlebatmi,2,multiple_virtual
1067,97,159,-35.55454423487654,0,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,0_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1068,103,167,-31.412644887570295,1,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,1_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1069,107,172,-36.39477038504043,2,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,2_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1070,112,180,-34.975644164242766,3,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,3_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1071,117,187,-36.04156116933943,4,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,4_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1072,121,192,-31.89943644885298,5,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,5_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1073,128,202,-20.55035977049802,6,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,6_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1074,133,208,-30.95125353923052,7,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,7_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1075,136,212,-25.420518227810987,8,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,8_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1076,140,218,-35.19000842871505,9,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,9_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1077,143,223,-33.85256622131341,12,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,12_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1078,146,228,-34.991723479450634,51,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,51_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1079,149,232,-32.1182780648991,52,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,52_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1080,152,236,-34.3557283967285,53,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,53_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1081,155,240,-30.27624607055177,54,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,54_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1082,158,244,-31.999946354652913,55,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,55_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1083,161,248,-31.322525015257916,56,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,56_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1084,164,252,-32.87806803916406,57,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,57_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1085,167,256,-34.94332463400311,58,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,58_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1086,170,260,-36.9347307358433,59,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,59_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1087,173,265,-34.314772753954784,64,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,64_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1088,176,270,-29.600099677910915,66,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,66_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1089,180,275,-26.565324185898387,67,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,67_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1090,183,279,-29.358688877596304,68,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,68_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1091,186,284,-22.733568696338963,69,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,69_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1092,189,288,-25.004970641403915,70,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,70_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1093,193,294,-22.562743405963104,71,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,71_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1094,197,300,-31.043007033687438,72,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,72_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1095,200,305,-36.0354783998067,73,rms,matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,73_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_40_hp_singlebatmi,2,multiple_virtual
1096,203,310,-35.013270565514645,0,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,0_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_43_hp_singlebatmi,2,multiple_virtual
1097,206,316,-32.32367090009815,1,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,1_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_43_hp_singlebatmi,2,multiple_virtual
1098,210,321,-27.06459439269059,2,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,2_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_43_hp_singlebatmi,2,multiple_virtual
1099,213,326,-31.05973538080214,4,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,4_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_43_hp_singlebatmi,2,multiple_virtual
1100,216,331,-28.98558367424455,5,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,5_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_43_hp_singlebatmi,2,multiple_virtual
1101,219,336,-35.20998947356637,6,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,6_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_43_hp_singlebatmi,2,multiple_virtual
1102,222,343,-31.95564722731853,8,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,8_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_43_hp_singlebatmi,2,multiple_virtual
1103,225,348,-34.56062102432138,9,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,9_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_43_hp_singlebatmi,2,multiple_virtual
1104,229,356,-34.0528850890157,10,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,10_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_43_hp_singlebatmi,2,multiple_virtual
1105,232,361,-34.25616818818313,11,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,11_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_43_hp_singlebatmi,2,multiple_virtual
1106,235,367,-35.73451248088454,0,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp_singlebatmixed.WAV,0_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_46_hp_singlebatmi,2,multiple_virtual
1107,238,373,-27.633534200009255,2,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp_singlebatmixed.WAV,2_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_46_hp_singlebatmi,2,multiple_virtual
1108,242,378,-36.405169634617984,3,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp_singlebatmixed.WAV,3_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_46_hp_singlebatmi,2,multiple_virtual
1109,245,384,-35.34638843839838,4,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp_singlebatmixed.WAV,4_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_46_hp_singlebatmi,2,multiple_virtual
1110,250,392,-36.37753195326468,5,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp_singlebatmixed.WAV,5_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_46_hp_singlebatmi,2,multiple_virtual
1111,253,399,-34.43846030182208,10,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp_singlebatmixed.WAV,10_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_46_hp_singlebatmi,2,multiple_virtual
1112,256,403,-31.230918586967782,1,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,1_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1113,260,409,-35.12249718963218,3,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,3_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1114,264,415,-36.06438747007382,4,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,4_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1115,267,419,-33.64453783107095,5,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,5_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1116,271,425,-20.553394030788183,6,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,6_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1117,275,430,-31.00136857554113,7,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,7_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1118,279,435,-25.41217977132596,8,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,8_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1119,284,442,-34.73919554226515,9,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,9_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1120,287,448,-31.911184573166942,12,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,12_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1121,290,454,-35.770849350110076,13,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,13_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1122,293,461,-32.375289559678755,14,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,14_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1123,297,466,-34.94875970206122,51,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,51_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1124,300,470,-30.97619293475291,52,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,52_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1125,303,475,-34.21818593408533,53,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,53_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1126,307,480,-30.227178406224024,54,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,54_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1127,310,484,-31.997549197596115,55,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,55_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1128,313,488,-30.98761190876321,56,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,56_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1129,316,493,-32.87133772889178,57,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,57_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1130,320,498,-34.87378596051213,58,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,58_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1131,324,503,-36.81560301571967,59,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,59_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1132,327,509,-34.3103748297704,64,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,64_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1133,330,514,-29.592688761740327,66,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,66_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1134,333,518,-26.561563600930125,67,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,67_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1135,336,522,-29.365478482976034,68,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,68_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1136,339,527,-22.732160075795203,69,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,69_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1137,342,531,-25.003111312739343,70,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,70_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1138,346,537,-22.559594511329152,71,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,71_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1139,350,543,-31.049738561069795,72,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,72_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1140,354,549,-36.042175966972515,73,rms,matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,73_matching_annotaudio_Aditya_2018-08-16_21502300_49_hp_singlebatmixed.WAV,Aditya_2018-08-16_21502300_49_hp_singlebatmi,2,multiple_virtual
1141,357,554,-32.172681192824335,0,rms,matching_annotaudio_Aditya_2018-08-16_2324_169_hp_singlebatmixed.WAV,0_matching_annotaudio_Aditya_2018-08-16_2324_169_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_169_hp_singlebatmi,2,multiple_virtual
1142,364,564,-36.404257544354785,1,rms,matching_annotaudio_Aditya_2018-08-16_2324_169_hp_singlebatmixed.WAV,1_matching_annotaudio_Aditya_2018-08-16_2324_169_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_169_hp_singlebatmi,2,multiple_virtual
1143,370,574,-36.68683175731057,18,rms,matching_annotaudio_Aditya_2018-08-16_2324_182_hp_singlebatmixed.WAV,18_matching_annotaudio_Aditya_2018-08-16_2324_182_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_182_hp_singlebatmi,2,multiple_virtual
1144,373,578,-35.67348313982225,19,rms,matching_annotaudio_Aditya_2018-08-16_2324_182_hp_singlebatmixed.WAV,19_matching_annotaudio_Aditya_2018-08-16_2324_182_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_182_hp_singlebatmi,2,multiple_virtual
1145,377,583,-32.1557783975679,3,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp_singlebatmixed.WAV,3_matching_annotaudio_Aditya_2018-08-16_2324_18_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_18_hp_singlebatmi,2,multiple_virtual
1146,381,589,-34.61998718027739,4,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp_singlebatmixed.WAV,4_matching_annotaudio_Aditya_2018-08-16_2324_18_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_18_hp_singlebatmi,2,multiple_virtual
1147,387,598,-33.51190129598302,9,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp_singlebatmixed.WAV,9_matching_annotaudio_Aditya_2018-08-16_2324_18_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_18_hp_singlebatmi,2,multiple_virtual
1148,391,603,-34.27572328988199,14,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp_singlebatmixed.WAV,14_matching_annotaudio_Aditya_2018-08-16_2324_18_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_18_hp_singlebatmi,2,multiple_virtual
1149,394,607,-35.106295952895195,15,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp_singlebatmixed.WAV,15_matching_annotaudio_Aditya_2018-08-16_2324_18_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_18_hp_singlebatmi,2,multiple_virtual
1150,399,614,-36.30273260202512,16,rms,matching_annotaudio_Aditya_2018-08-16_2324_18_hp_singlebatmixed.WAV,16_matching_annotaudio_Aditya_2018-08-16_2324_18_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_18_hp_singlebatmi,2,multiple_virtual
1151,403,619,-29.14626042089077,3,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,3_matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_207_hp_singlebatmi,2,multiple_virtual
1152,408,625,-33.22374494737319,4,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,4_matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_207_hp_singlebatmi,2,multiple_virtual
1153,412,632,-29.720871401367667,5,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,5_matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_207_hp_singlebatmi,2,multiple_virtual
1154,416,638,-33.30425639716193,6,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,6_matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_207_hp_singlebatmi,2,multiple_virtual
1155,420,644,-30.655913621481066,7,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,7_matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_207_hp_singlebatmi,2,multiple_virtual
1156,425,650,-24.38206294978141,9,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,9_matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_207_hp_singlebatmi,2,multiple_virtual
1157,428,654,-18.895366565793225,12,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,12_matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_207_hp_singlebatmi,2,multiple_virtual
1158,432,659,-22.13819796297019,13,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,13_matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_207_hp_singlebatmi,2,multiple_virtual
1159,435,663,-36.84169789736406,15,rms,matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,15_matching_annotaudio_Aditya_2018-08-16_2324_207_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_207_hp_singlebatmi,2,multiple_virtual
1160,438,668,-32.775765931316336,3,rms,matching_annotaudio_Aditya_2018-08-16_2324_208_hp_singlebatmixed.WAV,3_matching_annotaudio_Aditya_2018-08-16_2324_208_hp_singlebatmixed.WAV,Aditya_2018-08-16_2324_208_hp_singlebatmi,2,multiple_virtual
