,Unnamed: 0,Unnamed: 0.1,value,segment_number,measurement,file_name,unique_window_id,video_annot_id,num_bats,groupsize
0,123,169,-36.53349444660826,0,rms,matching_annotaudio_Aditya_2018-08-16_21502300_108_hp.WAV,0_matching_annotaudio_Aditya_2018-08-16_21502300_108_hp.WAV,Aditya_2018-08-16_21502300_108,2,multiple
1,129,178,-31.793989856769155,1,rms,matching_annotaudio_Aditya_2018-08-16_21502300_108_hp.WAV,1_matching_annotaudio_Aditya_2018-08-16_21502300_108_hp.WAV,Aditya_2018-08-16_21502300_108,2,multiple
2,135,187,-33.878824284391925,2,rms,matching_annotaudio_Aditya_2018-08-16_21502300_108_hp.WAV,2_matching_annotaudio_Aditya_2018-08-16_21502300_108_hp.WAV,Aditya_2018-08-16_21502300_108,2,multiple
3,139,192,-34.88212469392221,3,rms,matching_annotaudio_Aditya_2018-08-16_21502300_108_hp.WAV,3_matching_annotaudio_Aditya_2018-08-16_21502300_108_hp.WAV,Aditya_2018-08-16_21502300_108,2,multiple
4,144,199,-35.823836617580014,12,rms,matching_annotaudio_Aditya_2018-08-16_21502300_108_hp.WAV,12_matching_annotaudio_Aditya_2018-08-16_21502300_108_hp.WAV,Aditya_2018-08-16_21502300_108,2,multiple
5,665,975,-32.904861252402085,1,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,1_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
6,669,982,-35.729775620120385,2,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,2_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
7,676,992,-33.559133766486845,4,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,4_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
8,680,999,-34.051361751660934,5,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,5_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
9,683,1004,-28.921297210408405,6,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,6_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
10,687,1009,-32.36065754501291,7,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,7_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
11,692,1016,-26.906959876595028,8,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,8_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
12,696,1022,-25.39944563102518,9,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,9_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
13,701,1029,-33.55629890318959,10,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,10_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
14,705,1037,-36.24763846151297,12,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,12_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
15,710,1044,-33.457360352556734,13,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,13_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
16,714,1051,-30.341441688125993,14,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,14_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
17,718,1057,-28.009815505396695,15,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,15_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
18,721,1061,-22.18023161964958,16,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,16_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
19,725,1067,-24.95286042692577,17,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,17_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
20,728,1071,-29.262076401947198,18,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,18_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
21,731,1075,-21.517201336650054,19,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,19_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
22,735,1080,-25.920335283448498,20,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,20_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
23,738,1084,-32.35737763353437,21,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,21_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
24,741,1089,-31.883198346494744,22,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,22_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
25,745,1095,-34.985776211563284,120,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,120_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
26,748,1099,-36.21305930713105,124,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,124_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
27,753,1107,-34.441808749055994,126,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,126_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
28,757,1113,-34.99221748349449,127,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,127_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
29,760,1118,-35.8937619924883,128,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,128_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
30,764,1125,-33.85527053138064,129,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,129_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
31,769,1133,-33.98124110350889,131,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,131_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
32,773,1139,-32.54393633314989,134,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,134_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
33,778,1147,-30.878220768343056,135,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,135_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
34,782,1153,-29.397767180293997,136,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,136_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
35,786,1158,-20.130913072968454,137,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,137_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
36,791,1165,-26.368713625481966,138,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,138_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
37,794,1173,-21.771691424017995,139,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,139_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
38,798,1179,-17.420762674939777,140,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,140_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
39,802,1184,-28.561084952054397,141,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,141_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
40,807,1195,-23.568058027948815,142,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,142_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
41,812,1203,-31.191735854133,143,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,143_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
42,817,1213,-31.758255519190893,144,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,144_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
43,821,1223,-25.839926183156603,145,rms,matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,145_matching_annotaudio_Aditya_2018-08-16_21502300_37_hp.WAV,Aditya_2018-08-16_21502300_37,2,multiple
44,826,1231,-33.13764037525661,2,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,2_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
45,829,1238,-34.705758521633726,3,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,3_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
46,832,1244,-35.58542502307617,34,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,34_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
47,837,1250,-35.748111124321355,39,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,39_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
48,840,1254,-34.01403038910219,43,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,43_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
49,843,1258,-35.1119542134066,50,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,50_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
50,846,1262,-36.64278315660183,52,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,52_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
51,849,1268,-23.16116954228812,55,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,55_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
52,852,1273,-29.53189359545004,57,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,57_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
53,856,1280,-31.3813986117417,58,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,58_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
54,859,1284,-30.666751130928375,59,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,59_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
55,863,1290,-27.042385287607893,60,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,60_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
56,866,1294,-35.22122743119178,61,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,61_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
57,870,1300,-35.49720206142604,62,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,62_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
58,873,1307,-34.59671057718137,63,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,63_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
59,876,1311,-35.5649947405898,64,rms,matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,64_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp.WAV,Aditya_2018-08-16_21502300_39,2,multiple
60,953,1422,-32.0633981745059,0,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,0_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,Aditya_2018-08-16_21502300_43,2,multiple
61,958,1430,-35.962936991419134,1,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,1_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,Aditya_2018-08-16_21502300_43,2,multiple
62,962,1437,-30.694535668104418,2,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,2_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,Aditya_2018-08-16_21502300_43,2,multiple
63,968,1446,-36.78594161674183,3,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,3_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,Aditya_2018-08-16_21502300_43,2,multiple
64,973,1455,-35.86712867905294,4,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,4_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,Aditya_2018-08-16_21502300_43,2,multiple
65,978,1463,-35.317818580436025,10,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,10_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,Aditya_2018-08-16_21502300_43,2,multiple
66,982,1469,-33.9948966423719,11,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,11_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,Aditya_2018-08-16_21502300_43,2,multiple
67,986,1474,-34.52862003788808,12,rms,matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,12_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp.WAV,Aditya_2018-08-16_21502300_43,2,multiple
68,989,1478,-33.1968464373799,10,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,10_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
69,993,1484,-30.404956019163933,12,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,12_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
70,996,1489,-33.099482026732886,13,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,13_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
71,1000,1495,-30.135464767008884,15,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,15_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
72,1006,1503,-31.891442461101263,16,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,16_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
73,1011,1509,-31.87826279339913,17,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,17_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
74,1015,1514,-27.989655492291597,18,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,18_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
75,1021,1521,-36.15902191716096,20,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,20_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
76,1026,1529,-36.15004840163168,23,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,23_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
77,1029,1535,-36.504059830584275,24,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,24_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
78,1032,1540,-24.19938575573775,25,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,25_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
79,1035,1544,-18.695385767390032,26,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,26_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
80,1038,1548,-19.043937009960214,27,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,27_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
81,1041,1552,-18.204635049893223,28,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,28_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
82,1044,1556,-25.417205948476056,29,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,29_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
83,1047,1560,-28.841962246916133,30,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,30_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
84,1051,1565,-29.762319567264086,31,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,31_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
85,1055,1573,-29.624551548035775,32,rms,matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,32_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp.WAV,Aditya_2018-08-16_21502300_46,2,multiple
86,1058,1577,-34.29174378341826,20,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,20_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
87,1061,1581,-34.897621578308986,25,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,25_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
88,1064,1587,-31.213479925961416,26,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,26_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
89,1068,1594,-35.3825756516415,27,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,27_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
90,1072,1601,-33.42009576888424,28,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,28_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
91,1079,1611,-26.806786578124722,29,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,29_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
92,1087,1620,-30.15644166627247,30,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,30_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
93,1094,1629,-30.638600346441336,31,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,31_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
94,1100,1641,-29.633402372053325,32,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,32_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
95,1105,1651,-29.591220740801806,33,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,33_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
96,1112,1663,-30.18298937381196,34,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,34_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
97,1119,1676,-35.01973744063329,35,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,35_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
98,1124,1689,-36.07201166829947,36,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,36_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
99,1129,1699,-32.83221462205305,37,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,37_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
100,1134,1708,-36.41586394784004,39,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,39_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
101,1137,1715,-30.058950677492476,69,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,69_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
102,1140,1719,-29.803539049334326,71,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,71_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
103,1143,1723,-30.208462987345573,74,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,74_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
104,1149,1730,-29.98743649989597,75,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,75_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
105,1152,1736,-28.77027658961548,76,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,76_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
106,1157,1742,-26.88405616142219,77,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,77_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
107,1162,1748,-34.19785506254914,78,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,78_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
108,1167,1755,-29.386041668356523,79,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,79_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
109,1171,1761,-34.619652432049776,80,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,80_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
110,1174,1766,-32.45663915372269,81,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,81_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
111,1178,1772,-35.53634384128821,82,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,82_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
112,1181,1777,-36.02885601164568,84,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,84_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
113,1185,1784,-31.758994912936224,86,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,86_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
114,1188,1788,-27.953698253363257,87,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,87_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
115,1191,1792,-21.32558642445607,88,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,88_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
116,1194,1796,-22.56990184072096,89,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,89_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
117,1197,1800,-31.498327014414492,90,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,90_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
118,1200,1804,-27.2393141076418,91,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,91_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
119,1203,1809,-33.97748254914574,92,rms,matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,92_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp.WAV,Aditya_2018-08-16_21502300_47,2,multiple
