,ci_has_zero,ci_above_zero,ci_below_zero,perm_pvalue,difference,perm_pvalue_signif,measurement,fold_number
0,False,False,True,0.0022,-3.257999999999999,True,cf_duration,1
0,True,False,False,0.0642,0.20400000000000018,False,tfm_duration,1
0,True,False,False,0.9198,0.02000000000000024,False,ifm_duration,1
0,True,False,False,0.393,0.29776978928876474,False,cf_peak_frequency,1
0,True,False,False,0.157,-1.5020092129765743,False,tfm_terminal_frequency,1
0,True,False,False,0.5594,0.6202440694365521,False,ifm_terminal_frequency,1
0,True,False,False,0.2784,-1.3870663162416683,False,cf_dbrms,1
0,True,False,False,0.044,-2.5977046708275964,True,tfm_dbrms,1
0,True,False,False,0.5728,-0.9354891582103306,False,ifm_dbrms,1
0,True,False,False,0.2556,-1.0301767640800392,False,tfm-cf_dbratio,1
0,True,False,False,0.7368,0.27353272388192984,False,ifm-cf_dbratio,1
0,True,False,False,0.0814,2.2053109033304654,False,tfm_bw,1
0,True,False,False,0.7612,0.26143881100510846,False,ifm_bw,1
0,False,False,True,0.0032,-3.115999999999998,True,cf_duration,2
0,True,False,False,0.0598,0.20200000000000018,False,tfm_duration,2
0,True,False,False,0.9198,0.02000000000000024,False,ifm_duration,2
0,True,False,False,0.393,0.29776978928876474,False,cf_peak_frequency,2
0,True,False,False,0.157,-1.5020092129765743,False,tfm_terminal_frequency,2
0,True,False,False,0.5594,0.6202440694365521,False,ifm_terminal_frequency,2
0,False,False,True,0.2228,-1.6020729046559161,False,cf_dbrms,2
0,True,False,False,0.0432,-2.612909176535524,True,tfm_dbrms,2
0,True,False,False,0.3952,-1.5185493804974968,False,ifm_dbrms,2
0,True,False,False,0.2526,-1.0753830405038451,False,tfm-cf_dbratio,2
0,True,False,False,0.8822,0.1541934201916666,False,ifm-cf_dbratio,2
0,True,False,False,0.1426,1.8793886631140193,False,tfm_bw,2
0,True,False,False,0.7612,0.26143881100510846,False,ifm_bw,2
0,False,False,True,0.0032,-3.136000000000001,True,cf_duration,3
0,True,False,False,0.0656,0.20400000000000018,False,tfm_duration,3
0,True,False,False,0.8254,0.024000000000000243,False,ifm_duration,3
0,True,False,False,0.393,0.29776978928876474,False,cf_peak_frequency,3
0,True,False,False,0.157,-1.5020092129765743,False,tfm_terminal_frequency,3
0,True,False,False,0.5594,0.6202440694365521,False,ifm_terminal_frequency,3
0,True,False,False,0.2372,-1.5126206160443907,False,cf_dbrms,3
0,True,False,False,0.0388,-2.5977046708275964,True,tfm_dbrms,3
0,True,False,False,0.4784,-1.2440687213865829,False,ifm_dbrms,3
0,True,False,False,0.2708,-1.0301767640800392,False,tfm-cf_dbratio,3
0,True,False,False,0.8436,0.18082269543400287,False,ifm-cf_dbratio,3
0,True,False,False,0.1072,2.0759189765824555,False,tfm_bw,3
0,True,False,False,0.719,0.35330555215293735,False,ifm_bw,3
0,False,False,True,0.003,-3.1259999999999994,True,cf_duration,4
0,True,False,False,0.0642,0.20400000000000018,False,tfm_duration,4
0,True,False,False,0.8296,0.024000000000000243,False,ifm_duration,4
0,True,False,False,0.393,0.29776978928876474,False,cf_peak_frequency,4
0,True,False,False,0.1454,-1.6185114059589978,False,tfm_terminal_frequency,4
0,True,False,False,0.5898,0.565936720876465,False,ifm_terminal_frequency,4
0,False,False,True,0.2242,-1.6020729046559161,False,cf_dbrms,4
0,True,False,False,0.0418,-2.612909176535524,True,tfm_dbrms,4
0,True,False,False,0.3782,-1.584398911575505,False,ifm_dbrms,4
0,True,False,False,0.2318,-1.0753830405038451,False,tfm-cf_dbratio,4
0,True,False,False,0.8436,0.18082269543400287,False,ifm-cf_dbratio,4
0,True,False,False,0.101,2.1395824025255124,False,tfm_bw,4
0,True,False,False,0.7174,0.35330555215293735,False,ifm_bw,4
0,False,False,True,0.0032,-3.1259999999999994,True,cf_duration,5
0,True,False,False,0.059,0.20200000000000018,False,tfm_duration,5
0,True,False,False,0.8696,0.02200000000000024,False,ifm_duration,5
0,True,False,False,0.383,0.2956774665680655,False,cf_peak_frequency,5
0,True,False,False,0.1884,-1.3948711387834578,False,tfm_terminal_frequency,5
0,True,False,False,0.5644,0.5975662755323441,False,ifm_terminal_frequency,5
0,False,False,True,0.2102,-1.6020729046559161,False,cf_dbrms,5
0,True,False,False,0.042,-2.612909176535524,True,tfm_dbrms,5
0,True,False,False,0.3948,-1.5185493804974968,False,ifm_dbrms,5
0,True,False,False,0.2248,-1.0753830405038451,False,tfm-cf_dbratio,5
0,True,False,False,0.886,0.1541934201916666,False,ifm-cf_dbratio,5
0,True,False,False,0.1352,1.8793886631140193,False,tfm_bw,5
0,True,False,False,0.7118,0.3510661530044743,False,ifm_bw,5
0,False,False,True,0.0032,-3.1259999999999994,True,cf_duration,6
0,True,False,False,0.0642,0.20400000000000018,False,tfm_duration,6
0,True,False,False,0.9198,0.02000000000000024,False,ifm_duration,6
0,True,False,False,0.393,0.29776978928876474,False,cf_peak_frequency,6
0,True,False,False,0.155,-1.5020092129765743,False,tfm_terminal_frequency,6
0,True,False,False,0.5594,0.6202440694365521,False,ifm_terminal_frequency,6
0,True,False,False,0.2454,-1.5126206160443907,False,cf_dbrms,6
0,True,False,False,0.044,-2.5977046708275964,True,tfm_dbrms,6
0,True,False,False,0.478,-1.2440687213865829,False,ifm_dbrms,6
0,True,False,False,0.2542,-1.0301767640800392,False,tfm-cf_dbratio,6
0,True,False,False,0.922,0.07470274492831841,False,ifm-cf_dbratio,6
0,True,False,False,0.1072,2.0759189765824555,False,tfm_bw,6
0,True,False,False,0.7612,0.26143881100510846,False,ifm_bw,6
0,False,False,True,0.0056,-2.937999999999999,True,cf_duration,7
0,True,False,False,0.0642,0.20400000000000018,False,tfm_duration,7
0,True,False,False,0.9198,0.02000000000000024,False,ifm_duration,7
0,True,False,False,0.3434,0.33132401872684625,False,cf_peak_frequency,7
0,True,False,False,0.157,-1.5020092129765743,False,tfm_terminal_frequency,7
0,True,False,False,0.5594,0.6202440694365521,False,ifm_terminal_frequency,7
0,True,False,False,0.2642,-1.3870663162416683,False,cf_dbrms,7
0,True,False,False,0.0442,-2.5977046708275964,True,tfm_dbrms,7
0,True,False,False,0.4784,-1.2440687213865829,False,ifm_dbrms,7
0,True,False,False,0.1696,-1.1932202601328186,False,tfm-cf_dbratio,7
0,True,False,False,0.847,0.18082269543400287,False,ifm-cf_dbratio,7
0,True,False,False,0.1074,2.0759189765824555,False,tfm_bw,7
0,True,False,False,0.7612,0.26143881100510846,False,ifm_bw,7
0,False,False,True,0.0048,-3.0380000000000003,True,cf_duration,8
0,True,False,False,0.045,0.21599999999999997,True,tfm_duration,8
0,True,False,False,0.9638,0.004000000000000226,False,ifm_duration,8
0,True,False,False,0.434,0.2661441532347766,False,cf_peak_frequency,8
0,True,False,False,0.1848,-1.3821164262161716,False,tfm_terminal_frequency,8
0,True,False,False,0.4138,0.8556489658584212,False,ifm_terminal_frequency,8
0,True,False,False,0.2418,-1.3609648234634086,False,cf_dbrms,8
0,True,False,False,0.0358,-2.767739459343062,True,tfm_dbrms,8
0,True,False,False,0.603,-0.8450277798824644,False,ifm_dbrms,8
0,True,False,False,0.2086,-1.1094431383073058,False,tfm-cf_dbratio,8
0,True,False,False,0.8072,0.22388013101081405,False,ifm-cf_dbratio,8
0,False,True,False,0.103,2.061706183623661,False,tfm_bw,8
0,True,False,False,0.8772,0.16789299858401563,False,ifm_bw,8
0,False,False,True,0.003,-3.136000000000001,True,cf_duration,9
0,True,False,False,0.0642,0.20400000000000018,False,tfm_duration,9
0,True,False,False,0.869,0.02200000000000024,False,ifm_duration,9
