,ci_has_zero,ci_above_zero,ci_below_zero,perm_pvalue,difference,perm_pvalue_signif,bca_low,bca_high,measurement,fold_number
0,False,False,True,0.0228,-3.230000000000002,True,-4.8880000000000035,-0.5440000000000005,cf_duration,1
0,False,True,False,0.0186,0.31600000000000006,True,0.07999999999999985,0.5080000000000002,tfm_duration,1
0,True,False,False,0.619,0.07599999999999985,False,-0.2759999999999998,0.45999999999999974,ifm_duration,1
0,True,False,False,0.2658,0.37260787502410153,False,-0.32084297071796186,1.4539884245970995,cf_peak_frequency,1
0,False,False,True,0.0808,-2.407159551728938,False,-4.473778911898435,-0.12523020257825124,tfm_terminal_frequency,1
0,True,False,False,0.535,0.7250499970308226,False,-2.291571560781591,3.448463125882526,ifm_terminal_frequency,1
0,True,False,False,0.8542,-0.8919027136998352,False,-5.743313068530018,2.3853908600672504,cf_dbrms,1
0,True,False,False,0.2118,-2.063708110265729,False,-4.9331747370987955,1.7218566270061615,tfm_dbrms,1
0,True,False,False,0.5158,-1.9411269063507888,False,-6.568236017405738,4.301949980437314,ifm_dbrms,1
0,True,False,False,0.4408,-0.8195113085081083,False,-2.0274482969848426,2.824596793265589,tfm-cf_dbratio,1
0,True,False,False,0.5682,-0.6453671807430856,False,-1.7283295900923754,0.43585415836899344,ifm-cf_dbratio,1
0,True,False,False,0.0678,3.00638122498634,False,-0.01615634205291272,4.8223096341866345,tfm_bw,1
0,True,False,False,0.9544,0.04934180632433538,False,-3.756682136480114,2.6067055724579564,ifm_bw,1
0,False,False,True,0.0442,-2.998000000000003,True,-5.176000000000002,-0.4720000000000013,cf_duration,2
0,False,True,False,0.0182,0.32800000000000007,True,0.09200000000000008,0.524,tfm_duration,2
0,True,False,False,0.256,0.1519999999999999,False,-0.12399999999999989,0.498,ifm_duration,2
0,True,False,False,0.2658,0.37260787502410153,False,-0.32084297071796186,1.4539884245970995,cf_peak_frequency,2
0,False,False,True,0.0706,-2.419525438070721,False,-4.407381816681806,-0.10004675081810888,tfm_terminal_frequency,2
0,True,False,False,0.535,0.7250499970308226,False,-2.2638962692508358,3.1775453462200858,ifm_terminal_frequency,2
0,True,False,False,0.4794,-1.603103743397412,False,-6.02716256136166,1.4216704197307166,cf_dbrms,2
0,True,False,False,0.192,-2.302562032102614,False,-6.273805561768512,1.475104442684163,tfm_dbrms,2
0,True,False,False,0.6152,-1.3239677799982843,False,-6.568236017405738,4.362960018329041,ifm_dbrms,2
0,True,False,False,0.4336,-0.7905867351339859,False,-2.4030184336857,2.894554444558227,tfm-cf_dbratio,2
0,True,False,False,0.7618,-0.3202269798647528,False,-1.355287786589126,1.1463668156843854,ifm-cf_dbratio,2
0,True,False,False,0.0678,3.00638122498634,False,-0.01615634205291272,4.8223096341866345,tfm_bw,2
0,True,False,False,0.4846,0.6477050475254273,False,-3.0242992748218676,2.748279594175292,ifm_bw,2
0,False,False,True,0.0276,-3.2219999999999995,True,-5.031999999999998,-0.8720000000000017,cf_duration,3
0,False,True,False,0.0122,0.3420000000000001,True,0.09599999999999986,0.5659999999999998,tfm_duration,3
0,True,False,False,0.9374,0.016000000000000014,False,-0.43799999999999994,0.34999999999999987,ifm_duration,3
0,True,False,False,0.3752,0.2955925904795009,False,-0.3510095181122921,1.324897228011352,cf_peak_frequency,3
0,False,False,True,0.054,-2.685440239019769,False,-4.773469608241172,-0.326902093905332,tfm_terminal_frequency,3
0,True,False,False,0.2838,1.3475127079300506,False,-2.029659055846949,3.738722036831035,ifm_terminal_frequency,3
0,True,False,False,0.8492,-0.44094539258298227,False,-3.7706104377268126,3.7277067598637252,cf_dbrms,3
0,True,False,False,0.1896,-2.2990690300090932,False,-5.2989728115882215,1.9330875673668118,tfm_dbrms,3
0,True,False,False,0.5808,-1.8579678156987498,False,-6.4957971875204805,4.353504196623867,ifm_dbrms,3
0,True,False,False,0.2544,-1.0394388942895798,False,-2.1321801672337575,2.8587975901342677,tfm-cf_dbratio,3
0,True,False,False,0.4304,-0.6491157861357344,False,-1.6251622107073347,0.4889565189409488,ifm-cf_dbratio,3
0,False,True,False,0.0592,2.9998864190211236,False,0.3621767329690968,4.9478798131293615,tfm_bw,3
0,True,False,False,0.9152,-0.07312785635706831,False,-3.7946638528625334,2.5769629949504758,ifm_bw,3
0,False,False,True,0.0308,-3.230000000000002,True,-5.099999999999998,-0.5440000000000005,cf_duration,4
0,False,True,False,0.0146,0.32800000000000007,True,0.09200000000000008,0.524,tfm_duration,4
0,True,False,False,0.619,0.07599999999999985,False,-0.2759999999999998,0.45999999999999974,ifm_duration,4
0,True,False,False,0.2658,0.37260787502410153,False,-0.32084297071796186,1.4539884245970995,cf_peak_frequency,4
0,False,False,True,0.0706,-2.419525438070721,False,-4.407381816681806,-0.10004675081810888,tfm_terminal_frequency,4
0,True,False,False,0.5376,0.7250499970308226,False,-2.3045085780483703,3.448463125882526,ifm_terminal_frequency,4
0,True,False,False,0.8542,-0.8919027136998352,False,-5.743313068530018,2.4013215417035383,cf_dbrms,4
0,True,False,False,0.162,-2.34411522146209,False,-6.249960625044679,1.0509485908460263,tfm_dbrms,4
0,True,False,False,0.587,-1.7748087250467108,False,-6.568236017405738,4.706447674370498,ifm_dbrms,4
0,True,False,False,0.295,-1.0279213902809161,False,-2.1298034178074987,2.594175752382526,tfm-cf_dbratio,4
0,True,False,False,0.5652,-0.6453671807430856,False,-1.7006633325043277,0.43585415836899344,ifm-cf_dbratio,4
0,True,False,False,0.0688,3.00638122498634,False,-0.01615634205291272,4.8223096341866345,tfm_bw,4
