,ci_has_zero,ci_above_zero,ci_below_zero,perm_pvalue,difference,perm_pvalue_signif,bca_low,bca_high,measurement,fold_number
0,True,False,False,0.7242,0.8587489894176201,False,-2.7042679605958853,6.630899273024102,random_value,1
0,True,False,False,0.8316,-0.26033201083352253,False,-4.284226370497251,8.678677379559758,random_value,2
0,True,False,False,0.1352,-1.8957839236295513,False,-5.751797609199038,0.5798714038484434,random_value,3
0,True,False,False,0.3284,-2.613066780027438,False,-8.166496880068955,2.1598848573860607,random_value,4
0,True,False,False,0.1196,-3.3921210709876064,False,-10.981519839547012,0.5979542433491716,random_value,5
0,True,False,False,0.8726,-0.3461616702360075,False,-4.585202160429326,4.783047239901727,random_value,6
0,True,False,False,0.8314,-0.2840907571376974,False,-7.91249558826879,3.5552448127867393,random_value,7
0,True,False,False,0.1834,2.6535744911643917,False,-1.7092331612021994,6.844493902347203,random_value,8
0,True,False,False,0.4268,-1.1359118894579225,False,-4.673155907135751,1.9635210777093164,random_value,9
0,True,False,False,0.8652,-0.49861195369376077,False,-5.719226471066364,4.763759223025598,random_value,10
0,True,False,False,0.1618,-3.524501012146416,False,-10.202221727717706,0.3507313473807798,random_value,11
0,True,False,False,0.344,-2.0158398667423967,False,-6.569313650113546,4.738422097732894,random_value,12
0,True,False,False,0.8898,-0.1481274369359511,False,-3.4036331468094616,3.062578671317617,random_value,13
0,True,False,False,0.5312,-0.8642973645937886,False,-4.606580746832183,4.592566931107367,random_value,14
0,True,False,False,0.2528,-1.2215575400352208,False,-4.334351788580314,2.1483729240797373,random_value,15
0,False,False,True,0.1264,-4.061098269311916,False,-11.212988700344468,-0.9446672273490115,random_value,16
0,True,False,False,0.8758,-0.06720842185625031,False,-2.695288452559822,3.222189959010059,random_value,17
0,True,False,False,0.819,1.5017103147875375,False,-4.764741115768313,8.231387721626621,random_value,18
0,True,False,False,0.6104,-0.8836169821333542,False,-7.570486658475652,4.343806279278958,random_value,19
0,True,False,False,0.8022,-0.5731854093106818,False,-4.499231257759384,4.647451238960002,random_value,20
0,True,False,False,0.4754,-0.9969101928381718,False,-16.610012695650557,2.736363846740126,random_value,21
0,True,False,False,0.9432,0.16519758089211933,False,-5.3642902781403095,5.371696579338106,random_value,22
0,True,False,False,0.0536,-5.355749549843885,False,-13.088591859617104,0.2254488760116402,random_value,23
0,True,False,False,0.8238,0.37869133605518,False,-5.055539182560455,4.045554671057353,random_value,24
0,True,False,False,0.4692,-2.5407631852131445,False,-5.821856664859354,1.6483717959549367,random_value,25
0,True,False,False,0.1654,-2.5181502639677475,False,-7.274691961233678,1.8912433754515376,random_value,26
0,True,False,False,0.6212,-0.9652730286810325,False,-4.777117513379764,4.758398046625569,random_value,27
0,True,False,False,0.1704,-2.08231552779624,False,-4.828141264204206,1.0270635695288348,random_value,28
0,False,False,True,0.0472,-2.6997134810711714,True,-8.012913063423959,-0.16767547851181064,random_value,29
0,False,False,True,0.0184,-5.056693682683484,True,-17.880992487801528,-0.4842470876894609,random_value,30
